Unit:(mV)
                     CH1         CH2
Frequency     699.998 Hz           ?
Period          1.429 ms           ?
00001             -16.00        0.40
00002             -26.00        0.00
00003             -36.00        0.00
00004             -48.00        0.00
00005             -58.00        0.40
00006             -66.00        0.40
00007             -78.00        0.00
00008             -86.00       -0.40
00009             -96.00        0.00
00010            -106.00        0.00
00011            -116.00       -0.40
00012            -124.00       -0.40
00013            -132.00       -0.40
00014            -140.00       -0.40
00015            -150.00       -0.80
00016            -156.00       -0.40
00017            -164.00       -0.40
00018            -172.00       -0.40
00019            -178.00       -0.40
00020            -184.00       -0.40
00021            -190.00        0.00
00022            -196.00       -0.40
00023            -202.00       -0.40
00024            -206.00       -0.40
00025            -210.00       -0.80
00026            -214.00       -0.80
00027            -218.00       -0.40
00028            -222.00       -0.40
00029            -224.00       -0.40
00030            -226.00       -0.80
00031            -228.00       -0.80
00032            -230.00       -0.40
00033            -230.00       -0.80
00034            -232.00       -1.20
00035            -232.00       -1.20
00036            -230.00       -1.20
00037            -230.00       -0.80
00038            -230.00       -0.80
00039            -228.00       -0.80
00040            -226.00       -0.40
00041            -224.00       -0.80
00042            -220.00       -0.40
00043            -218.00       -0.80
00044            -214.00        0.00
00045            -210.00        0.00
00046            -206.00       -0.40
00047            -200.00       -0.40
00048            -194.00       -0.40
00049            -190.00       -0.40
00050            -182.00       -1.20
00051            -176.00       -1.20
00052            -168.00       -0.40
00053            -162.00       -0.40
00054            -154.00       -0.40
00055            -146.00       -0.80
00056            -138.00       -0.80
00057            -130.00       -0.40
00058            -120.00       -0.40
00059            -114.00       -0.40
00060            -104.00       -0.40
00061             -94.00        0.00
00062             -86.00        0.00
00063             -76.00        0.00
00064             -68.00        0.00
00065             -58.00        0.00
00066             -48.00        0.00
00067             -38.00        0.40
00068             -28.00        0.40
00069             -20.00        0.40
00070             -10.00        0.40
00071               2.00        0.80
00072              12.00        0.40
00073              22.00        0.40
00074              32.00        0.80
00075              42.00        0.00
00076              52.00        0.80
00077              64.00        0.80
00078              74.00        1.20
00079              82.00        0.80
00080              92.00        0.40
00081             102.00        0.40
00082             110.00        0.00
00083             120.00        0.40
00084             128.00        0.80
00085             136.00        0.80
00086             144.00        0.80
00087             152.00        0.00
00088             160.00        0.80
00089             168.00        0.80
00090             174.00        1.20
00091             180.00        1.20
00092             186.00        1.20
00093             192.00        0.80
00094             198.00        1.20
00095             202.00        1.60
00096             206.00        1.20
00097             212.00        0.80
00098             216.00        0.80
00099             218.00        1.20
00100             222.00        1.20
00101             224.00        1.20
00102             226.00        0.80
00103             228.00        1.20
00104             230.00        1.60
00105             230.00        2.00
00106             230.00        1.20
00107             232.00        0.80
00108             230.00        1.20
00109             228.00        1.20
00110             228.00        1.60
00111             226.00        1.20
00112             222.00        1.20
00113             220.00        1.20
00114             218.00        1.20
00115             214.00        1.20
00116             210.00        0.80
00117             206.00        1.60
00118             200.00        1.60
00119             194.00        1.20
00120             190.00        1.20
00121             184.00        1.20
00122             178.00        1.20
00123             172.00        0.80
00124             166.00        0.80
00125             156.00        1.20
00126             150.00        0.80
00127             142.00        0.40
00128             134.00        1.20
00129             126.00        0.80
00130             116.00        0.80
00131             108.00        0.80
00132              98.00        1.20
00133              90.00        0.40
00134              80.00        0.80
00135              70.00        0.40
00136              62.00        0.40
00137              52.00        0.40
00138              42.00        0.80
00139              32.00        0.80
00140              22.00        0.40
00141              12.00        0.80
00142               2.00        0.00
00143              -8.00        0.00
00144             -18.00        0.00
00145             -28.00        0.00
00146             -38.00        0.00
00147             -48.00       -0.40
00148             -58.00       -0.40
00149             -68.00       -0.40
00150             -78.00        0.00
00151             -88.00       -0.40
00152             -98.00       -0.40
00153            -106.00       -1.20
00154            -116.00       -0.40
00155            -124.00       -0.80
00156            -132.00       -0.40
00157            -142.00       -0.40
00158            -150.00        0.00
00159            -158.00       -0.40
00160            -164.00       -0.80
00161            -170.00       -0.80
00162            -178.00       -0.80
00163            -186.00       -0.40
00164            -190.00       -0.40
00165            -196.00       -0.80
00166            -202.00       -0.80
00167            -206.00       -0.80
00168            -210.00       -0.80
00169            -216.00       -0.40
00170            -218.00       -1.20
00171            -220.00       -1.20
00172            -224.00       -1.20
00173            -226.00       -0.80
00174            -228.00       -0.80
00175            -230.00       -0.40
00176            -232.00       -0.80
00177            -232.00       -0.80
00178            -230.00       -1.60
00179            -230.00       -0.80
00180            -230.00       -0.80
00181            -230.00       -0.80
00182            -228.00       -1.20
00183            -226.00       -0.80
00184            -222.00       -0.80
00185            -220.00       -1.20
00186            -216.00       -0.40
00187            -212.00       -0.80
00188            -210.00       -0.40
00189            -204.00       -0.40
00190            -200.00       -0.80
00191            -194.00       -0.40
00192            -188.00        0.00
00193            -182.00       -0.80
00194            -174.00       -0.80
00195            -168.00       -0.80
00196            -160.00       -0.80
00197            -154.00       -0.80
00198            -146.00        0.00
00199            -138.00        0.00
00200            -130.00       -0.40
00201            -120.00       -0.80
00202            -112.00        0.00
00203            -102.00       -0.40
00204             -94.00       -0.40
00205             -86.00        0.40
00206             -76.00       -0.40
00207             -66.00       -0.40
00208             -56.00       -0.40
00209             -46.00       -0.40
00210             -38.00        0.00
00211             -28.00       -0.40
00212             -18.00        0.00
00213              -8.00        0.00
00214               2.00        0.00
00215              12.00        0.40
00216              24.00        0.40
00217              34.00        0.00
00218              44.00        0.40
00219              54.00        1.20
00220              64.00        0.80
00221              74.00        0.80
00222              84.00        0.80
00223              94.00        0.80
00224             102.00        0.80
00225             112.00        0.80
00226             120.00        0.80
00227             130.00        0.80
00228             138.00        1.20
00229             146.00        0.80
00230             154.00        0.40
00231             162.00        0.80
00232             168.00        0.80
00233             176.00        0.40
00234             182.00        0.80
00235             188.00        0.80
00236             192.00        1.60
00237             200.00        0.80
00238             204.00        0.80
00239             208.00        0.80
00240             212.00        0.80
00241             216.00        0.40
00242             220.00        1.20
00243             222.00        1.20
00244             224.00        0.80
00245             226.00        0.80
00246             228.00        1.60
00247             230.00        1.20
00248             230.00        0.80
00249             230.00        1.20
00250             230.00        1.20
00251             230.00        0.40
00252             228.00        0.80
00253             226.00        0.80
00254             226.00        0.80
00255             224.00        1.20
00256             220.00        0.80
00257             216.00        0.80
00258             212.00        0.80
00259             208.00        0.80
00260             204.00        1.20
00261             200.00        1.20
00262             194.00        0.80
00263             190.00        0.80
00264             184.00        0.80
00265             176.00        0.80
00266             170.00        0.80
00267             164.00        0.80
00268             156.00        0.80
00269             150.00        0.80
00270             140.00        0.40
00271             132.00        1.20
00272             124.00        0.80
00273             114.00        1.20
00274             106.00        0.40
00275              98.00        0.40
00276              88.00        0.40
00277              80.00        0.40
00278              70.00        0.80
00279              58.00        1.20
00280              50.00        0.40
00281              42.00        0.40
00282              32.00        0.40
00283              20.00        0.40
00284              10.00        0.40
00285               2.00        0.00
00286              -8.00        0.00
00287             -20.00       -0.40
00288             -30.00       -0.40
00289             -40.00        0.00
00290             -48.00       -0.80
00291             -60.00       -0.80
00292             -70.00       -0.40
00293             -80.00       -0.40
00294             -88.00       -0.40
00295            -100.00       -0.40
00296            -108.00       -0.40
00297            -118.00       -0.80
00298            -122.00       -2.00
00299            -134.00       -1.20
00300            -142.00       -0.80
00301            -150.00       -0.80
00302            -158.00       -0.40
00303            -166.00       -0.40
00304            -172.00       -0.40
00305            -180.00       -0.40
00306            -186.00       -0.80
00307            -192.00       -1.20
00308            -198.00       -1.20
00309            -202.00       -1.20
00310            -206.00       -1.20
00311            -210.00       -0.80
00312            -216.00       -0.80
00313            -218.00       -1.20
00314            -222.00       -1.20
00315            -224.00       -1.20
00316            -226.00       -1.20
00317            -228.00       -1.20
00318            -230.00       -0.80
00319            -232.00       -0.80
00320            -232.00       -0.80
00321            -232.00       -0.80
00322            -230.00       -1.20
00323            -230.00       -0.80
00324            -230.00       -1.20
00325            -228.00       -0.80
00326            -226.00       -0.80
00327            -222.00       -0.40
00328            -218.00       -0.80
00329            -216.00       -0.80
00330            -212.00       -0.80
00331            -208.00       -0.80
00332            -202.00       -1.20
00333            -198.00       -1.20
00334            -192.00       -1.20
00335            -186.00       -1.20
00336            -180.00       -1.60
00337            -174.00       -1.20
00338            -166.00       -1.20
00339            -160.00       -0.80
00340            -152.00       -1.20
00341            -144.00       -0.80
00342            -136.00       -1.20
00343            -128.00       -1.20
00344            -120.00       -0.40
00345            -110.00        0.00
00346            -102.00       -0.40
00347             -92.00        0.00
00348             -84.00        0.00
00349             -74.00       -0.40
00350             -64.00       -0.80
00351             -54.00       -0.40
00352             -46.00        0.00
00353             -36.00        0.00
00354             -26.00       -0.40
00355             -16.00        0.00
00356              -6.00        0.00
00357               4.00        0.00
00358              14.00        0.00
00359              24.00        0.00
00360              34.00        0.40
00361              46.00        0.00
00362              56.00        0.40
00363              66.00        0.40
00364              74.00        0.80
00365              86.00        0.00
00366              96.00        0.00
00367             104.00        0.40
00368             114.00        0.40
00369             122.00        0.40
00370             130.00        0.00
00371             140.00        0.40
00372             148.00        0.80
00373             154.00        0.80
00374             162.00        0.00
00375             168.00        0.80
00376             176.00        0.40
00377             182.00        0.40
00378             188.00        0.80
00379             194.00        0.40
00380             198.00        1.20
00381             204.00        1.20
00382             208.00        1.20
00383             212.00        0.80
00384             216.00        0.40
00385             220.00        1.60
00386             222.00        1.20
00387             226.00        0.80
00388             226.00        0.80
00389             228.00        1.60
00390             228.00        1.20
00391             230.00        1.20
00392             230.00        0.80
00393             230.00        0.80
00394             230.00        1.20
00395             228.00        0.80
00396             228.00        0.80
00397             226.00        0.80
00398             222.00        0.80
00399             220.00        0.80
00400             216.00        0.40
00401             214.00        0.80
00402             208.00        0.80
00403             204.00        0.80
00404             200.00        0.40
00405             194.00        0.80
00406             188.00        0.80
00407             182.00        0.80
00408             176.00        0.00
00409             168.00        0.40
00410             162.00        0.00
00411             156.00        0.40
00412             148.00        0.00
00413             140.00        0.40
00414             130.00        0.80
00415             122.00        0.40
00416             114.00        0.40
00417             104.00        0.80
00418              96.00        0.80
00419              86.00        0.80
00420              78.00        0.40
00421              68.00        0.00
00422              58.00        0.80
00423              48.00        0.00
00424              40.00        0.00
00425              30.00        0.40
00426              20.00        0.40
00427              10.00        0.00
00428               0.00        0.00
00429             -10.00        0.00
00430             -20.00       -0.40
00431             -32.00        0.00
00432             -42.00        0.00
00433             -52.00        0.00
00434             -62.00        0.00
00435             -72.00       -0.40
00436             -82.00       -0.80
00437             -92.00       -1.20
00438            -100.00       -0.80
00439            -110.00       -0.40
00440            -120.00       -0.80
00441            -128.00       -0.80
00442            -136.00       -0.80
00443            -144.00       -0.80
00444            -152.00       -0.80
00445            -160.00       -1.20
00446            -166.00       -1.20
00447            -174.00       -0.80
00448            -180.00       -0.80
00449            -186.00       -0.40
00450            -192.00       -0.80
00451            -198.00       -0.80
00452            -202.00       -0.80
00453            -208.00       -1.20
00454            -212.00       -1.20
00455            -216.00       -1.20
00456            -220.00       -1.20
00457            -222.00       -0.80
00458            -226.00       -1.60
00459            -228.00       -1.60
