Unit:(mV)
                     CH1         CH2
Frequency     444.954 Hz           ?
Period          2.247 ms           ?
00001          100000.00     3000.00
00002          100000.00     3000.00
00003          100000.00     2800.00
00004          100000.00     2800.00
00005          100000.00     3000.00
00006          100000.00     2800.00
00007          100000.00     2800.00
00008          100000.00     2800.00
00009          100000.00     2600.00
00010          100000.00     2600.00
00011          100000.00     2800.00
00012          100000.00     2800.00
00013          100000.00     2800.00
00014          100000.00     2600.00
00015          100000.00     2600.00
00016          100000.00     2600.00
00017          100000.00     2600.00
00018          100000.00     2600.00
00019          100000.00     2600.00
00020          100000.00     2600.00
00021          100000.00     2600.00
00022          100000.00     2600.00
00023          100000.00     2600.00
00024          100000.00     2400.00
00025          100000.00     2400.00
00026          100000.00     2400.00
00027          100000.00     2400.00
00028          100000.00     2400.00
00029          100000.00     2400.00
00030          100000.00     2400.00
00031          100000.00     2400.00
00032          100000.00     2400.00
00033          100000.00     2400.00
00034          100000.00     2400.00
00035          100000.00     2400.00
00036          100000.00     2200.00
00037          100000.00     2400.00
00038          100000.00     2200.00
00039          100000.00     2200.00
00040          100000.00     2400.00
00041          100000.00     2200.00
00042          100000.00     2200.00
00043          100000.00     2200.00
00044          100000.00     2200.00
00045          100000.00     2200.00
00046          100000.00     2200.00
00047          100000.00     2200.00
00048          100000.00     2200.00
00049          100000.00     2200.00
00050          100000.00     2200.00
00051          100000.00     2200.00
00052          100000.00     2200.00
00053          100000.00     2200.00
00054          100000.00     2000.00
00055          100000.00     2200.00
00056          100000.00     2200.00
00057          100000.00     2000.00
00058          102000.00     2000.00
00059          102000.00     2200.00
00060          100000.00     2200.00
00061          100000.00     2000.00
00062          100000.00     2000.00
00063          102000.00     2000.00
00064          102000.00     2200.00
00065          100000.00     2000.00
00066          102000.00     2000.00
00067          100000.00     2000.00
00068           98000.00     1800.00
00069          -98000.00   -11000.00
00070         -100000.00    -9800.00
00071         -100000.00    -9000.00
00072         -100000.00    -8200.00
00073         -102000.00    -7600.00
00074         -102000.00    -7200.00
00075         -102000.00    -6600.00
00076         -102000.00    -6200.00
00077         -104000.00    -5800.00
00078         -104000.00    -5400.00
00079         -104000.00    -5200.00
00080         -104000.00    -5000.00
00081         -104000.00    -4800.00
00082         -104000.00    -4600.00
00083         -104000.00    -4400.00
00084         -106000.00    -4200.00
00085         -106000.00    -4200.00
00086         -104000.00    -4000.00
00087         -106000.00    -4000.00
00088         -106000.00    -4000.00
00089         -106000.00    -3800.00
00090         -106000.00    -3600.00
00091         -106000.00    -3600.00
00092         -106000.00    -3600.00
00093         -106000.00    -3400.00
00094         -106000.00    -3400.00
00095         -106000.00    -3400.00
00096         -106000.00    -3400.00
00097         -106000.00    -3400.00
00098         -106000.00    -3200.00
00099         -106000.00    -3200.00
00100         -106000.00    -3200.00
00101         -106000.00    -3200.00
00102         -106000.00    -3200.00
00103         -106000.00    -3000.00
00104         -106000.00    -3000.00
00105         -106000.00    -3000.00
00106         -106000.00    -3000.00
00107         -106000.00    -3000.00
00108         -106000.00    -3000.00
00109         -106000.00    -2800.00
00110         -106000.00    -2800.00
00111         -106000.00    -2800.00
00112         -106000.00    -2800.00
00113         -106000.00    -2800.00
00114         -106000.00    -2800.00
00115         -106000.00    -2800.00
00116         -106000.00    -2800.00
00117         -106000.00    -2800.00
00118         -106000.00    -2800.00
00119         -106000.00    -2600.00
00120         -106000.00    -2600.00
00121         -106000.00    -2600.00
00122         -106000.00    -2600.00
00123         -106000.00    -2600.00
00124         -106000.00    -2600.00
00125         -106000.00    -2600.00
00126         -106000.00    -2600.00
00127         -106000.00    -2400.00
00128         -106000.00    -2600.00
00129         -106000.00    -2400.00
00130         -106000.00    -2400.00
00131         -106000.00    -2400.00
00132         -106000.00    -2400.00
00133         -106000.00    -2400.00
00134         -108000.00    -2400.00
00135         -106000.00    -2400.00
00136         -106000.00    -2400.00
00137         -108000.00    -2400.00
00138         -108000.00    -2400.00
00139         -106000.00    -2400.00
00140         -106000.00    -2400.00
00141         -108000.00    -2400.00
00142         -106000.00    -2400.00
00143         -108000.00    -2200.00
00144         -108000.00    -2200.00
00145         -108000.00    -2200.00
00146         -108000.00    -2200.00
00147         -108000.00    -2200.00
00148         -108000.00    -2200.00
00149         -108000.00    -2200.00
00150         -108000.00    -2200.00
00151         -108000.00    -2200.00
00152         -108000.00    -2200.00
00153         -108000.00    -2200.00
00154         -108000.00    -2200.00
00155         -108000.00    -2200.00
00156         -108000.00    -2200.00
00157         -108000.00    -2200.00
00158         -108000.00    -2200.00
00159         -108000.00    -2200.00
00160         -108000.00    -2000.00
00161         -108000.00    -2200.00
00162         -108000.00    -2000.00
00163         -108000.00    -2200.00
00164         -108000.00    -2000.00
00165         -108000.00    -2000.00
00166         -108000.00    -2000.00
00167         -108000.00    -2000.00
00168         -108000.00    -2000.00
00169         -108000.00    -2000.00
00170         -108000.00    -2000.00
00171         -108000.00    -2000.00
00172         -108000.00    -2000.00
00173         -108000.00    -2000.00
00174         -108000.00    -2000.00
00175         -108000.00    -2000.00
00176         -108000.00    -2000.00
00177         -108000.00    -2000.00
00178         -108000.00    -2000.00
00179         -108000.00    -2000.00
00180         -108000.00    -2000.00
00181         -106000.00    -1800.00
00182         -104000.00    -1600.00
00183           92000.00    11200.00
00184           92000.00    10200.00
00185           94000.00     9200.00
00186           94000.00     8400.00
00187           94000.00     7800.00
00188           96000.00     7200.00
00189           96000.00     6600.00
00190           96000.00     6400.00
00191           96000.00     6000.00
00192           96000.00     5800.00
00193           98000.00     5400.00
00194           98000.00     5200.00
00195           98000.00     4800.00
00196           98000.00     4800.00
00197           98000.00     4600.00
00198           98000.00     4400.00
00199           98000.00     4200.00
00200           98000.00     4200.00
00201           98000.00     4000.00
00202           98000.00     4000.00
00203           98000.00     3800.00
00204           98000.00     3800.00
00205           98000.00     3800.00
00206           98000.00     3800.00
00207           98000.00     3600.00
00208          100000.00     3600.00
00209          100000.00     3600.00
00210           98000.00     3400.00
00211          100000.00     3400.00
00212          100000.00     3400.00
00213          100000.00     3400.00
00214          100000.00     3200.00
00215          100000.00     3200.00
00216          100000.00     3200.00
00217          100000.00     3200.00
00218          100000.00     3200.00
00219          100000.00     3200.00
00220          100000.00     3000.00
00221          100000.00     3000.00
00222          100000.00     3000.00
00223          100000.00     3000.00
00224          100000.00     3000.00
00225          100000.00     2800.00
00226          100000.00     3000.00
00227          100000.00     2800.00
00228          100000.00     2800.00
00229          100000.00     2800.00
00230          100000.00     2800.00
00231          100000.00     2800.00
00232          100000.00     2800.00
00233          100000.00     2800.00
00234          100000.00     2600.00
00235          100000.00     2800.00
00236          100000.00     2800.00
00237          100000.00     2600.00
00238          100000.00     2800.00
00239          100000.00     2600.00
00240          100000.00     2600.00
00241          100000.00     2600.00
00242          100000.00     2600.00
00243          100000.00     2600.00
00244          100000.00     2600.00
00245          100000.00     2400.00
00246          100000.00     2600.00
00247          100000.00     2600.00
00248          100000.00     2600.00
00249          100000.00     2400.00
00250          100000.00     2600.00
00251          100000.00     2600.00
00252          100000.00     2400.00
00253          100000.00     2400.00
00254          100000.00     2400.00
00255          100000.00     2400.00
00256          100000.00     2400.00
00257          100000.00     2400.00
00258          100000.00     2400.00
00259          100000.00     2400.00
00260          100000.00     2200.00
00261          100000.00     2200.00
00262          100000.00     2400.00
00263          100000.00     2400.00
00264          100000.00     2200.00
00265          100000.00     2200.00
00266          100000.00     2200.00
00267          100000.00     2200.00
00268          100000.00     2200.00
00269          100000.00     2200.00
00270          100000.00     2200.00
00271          100000.00     2200.00
00272          100000.00     2200.00
00273          100000.00     2200.00
00274          100000.00     2200.00
00275          100000.00     2200.00
00276          100000.00     2200.00
00277          100000.00     2200.00
00278          100000.00     2200.00
00279          102000.00     2000.00
00280          100000.00     2000.00
00281          100000.00     2000.00
00282          100000.00     2200.00
00283          100000.00     2200.00
00284          100000.00     2200.00
00285          100000.00     2200.00
00286          100000.00     2000.00
00287          100000.00     2000.00
00288          102000.00     2000.00
00289          100000.00     2000.00
00290          102000.00     2000.00
00291          100000.00     2000.00
00292          100000.00     2000.00
00293          -96000.00   -11800.00
00294          -98000.00   -10600.00
00295         -100000.00    -9600.00
00296         -100000.00    -8800.00
00297         -102000.00    -8000.00
00298         -102000.00    -7400.00
00299         -102000.00    -6800.00
00300         -102000.00    -6600.00
00301         -104000.00    -6200.00
00302         -104000.00    -5800.00
00303         -104000.00    -5400.00
00304         -104000.00    -5200.00
00305         -104000.00    -5000.00
00306         -104000.00    -4800.00
00307         -104000.00    -4600.00
00308         -104000.00    -4400.00
00309         -104000.00    -4400.00
00310         -104000.00    -4200.00
00311         -106000.00    -4000.00
00312         -106000.00    -4000.00
00313         -106000.00    -3800.00
00314         -106000.00    -3800.00
00315         -106000.00    -3600.00
00316         -106000.00    -3600.00
00317         -106000.00    -3600.00
00318         -106000.00    -3400.00
00319         -106000.00    -3400.00
00320         -106000.00    -3400.00
00321         -106000.00    -3400.00
00322         -106000.00    -3400.00
00323         -106000.00    -3200.00
00324         -106000.00    -3200.00
00325         -106000.00    -3200.00
00326         -106000.00    -3200.00
00327         -106000.00    -3200.00
00328         -106000.00    -3000.00
00329         -106000.00    -3000.00
00330         -106000.00    -3000.00
00331         -106000.00    -2800.00
00332         -106000.00    -3000.00
00333         -106000.00    -2800.00
00334         -106000.00    -2800.00
00335         -106000.00    -2800.00
00336         -106000.00    -2800.00
00337         -106000.00    -2800.00
00338         -106000.00    -2800.00
00339         -106000.00    -2800.00
00340         -106000.00    -2800.00
00341         -106000.00    -2800.00
00342         -106000.00    -2600.00
00343         -106000.00    -2600.00
00344         -106000.00    -2600.00
00345         -106000.00    -2600.00
00346         -106000.00    -2600.00
00347         -106000.00    -2600.00
00348         -106000.00    -2600.00
00349         -106000.00    -2600.00
00350         -106000.00    -2600.00
00351         -106000.00    -2600.00
00352         -106000.00    -2600.00
00353         -106000.00    -2400.00
00354         -106000.00    -2400.00
00355         -106000.00    -2400.00
00356         -108000.00    -2400.00
00357         -106000.00    -2400.00
00358         -108000.00    -2400.00
00359         -106000.00    -2400.00
00360         -108000.00    -2400.00
00361         -108000.00    -2400.00
00362         -106000.00    -2400.00
00363         -108000.00    -2400.00
00364         -108000.00    -2400.00
00365         -108000.00    -2400.00
00366         -106000.00    -2400.00
00367         -106000.00    -2200.00
00368         -108000.00    -2200.00
00369         -108000.00    -2200.00
00370         -108000.00    -2200.00
00371         -106000.00    -2200.00
00372         -108000.00    -2200.00
00373         -108000.00    -2200.00
00374         -108000.00    -2200.00
00375         -108000.00    -2200.00
00376         -108000.00    -2200.00
00377         -108000.00    -2200.00
00378         -108000.00    -2200.00
00379         -108000.00    -2000.00
00380         -108000.00    -2200.00
00381         -108000.00    -2200.00
00382         -108000.00    -2200.00
00383         -108000.00    -2200.00
00384         -108000.00    -2000.00
00385         -108000.00    -2200.00
00386         -108000.00    -2000.00
00387         -108000.00    -2200.00
00388         -108000.00    -2200.00
00389         -108000.00    -2000.00
00390         -108000.00    -2000.00
00391         -108000.00    -2000.00
00392         -108000.00    -2000.00
00393         -108000.00    -2000.00
00394         -108000.00    -2000.00
00395         -108000.00    -2000.00
00396         -108000.00    -2000.00
00397         -108000.00    -2000.00
00398         -108000.00    -2000.00
00399         -108000.00    -2000.00
00400         -108000.00    -2000.00
00401         -108000.00    -2000.00
00402         -108000.00    -2000.00
00403         -108000.00    -2000.00
00404         -108000.00    -2000.00
00405         -108000.00    -2000.00
00406         -106000.00    -1800.00
00407         -100000.00    -1400.00
00408           92000.00    11000.00
00409           92000.00     9800.00
00410           94000.00     9000.00
00411           94000.00     8400.00
00412           94000.00     7600.00
00413           96000.00     7000.00
00414           96000.00     6600.00
00415           96000.00     6200.00
00416           96000.00     6000.00
00417           96000.00     5600.00
00418           98000.00     5200.00
00419           98000.00     5000.00
00420           98000.00     4800.00
00421           98000.00     4600.00
00422           98000.00     4600.00
00423           98000.00     4400.00
00424           98000.00     4200.00
00425           98000.00     4200.00
00426           98000.00     4000.00
00427           98000.00     3800.00
00428           98000.00     3800.00
00429           98000.00     3800.00
00430           98000.00     3800.00
00431          100000.00     3600.00
00432           98000.00     3600.00
00433           98000.00     3600.00
00434          100000.00     3400.00
00435          100000.00     3400.00
00436          100000.00     3400.00
00437          100000.00     3400.00
00438          100000.00     3200.00
00439          100000.00     3200.00
00440          100000.00     3200.00
00441          100000.00     3200.00
00442          100000.00     3200.00
00443          100000.00     3200.00
00444          100000.00     3200.00
00445          100000.00     3000.00
00446          100000.00     3000.00
00447          100000.00     3000.00
00448          100000.00     3000.00
00449          100000.00     3000.00
00450          100000.00     3000.00
00451          100000.00     2800.00
00452          100000.00     2800.00
00453          100000.00     2800.00
00454          100000.00     2800.00
00455          100000.00     2800.00
00456          100000.00     2800.00
00457          100000.00     2800.00
00458          100000.00     2800.00
00459          100000.00     2800.00
00460          100000.00     2800.00
00461          100000.00     2800.00
00462          100000.00     2600.00
00463          100000.00     2600.00
00464          100000.00     2600.00
00465          100000.00     2600.00
00466          100000.00     2600.00
00467          100000.00     2600.00
00468          100000.00     2600.00
00469          100000.00     2600.00
00470          100000.00     2600.00
00471          100000.00     2400.00
00472          100000.00     2400.00
00473          100000.00     2400.00
00474          100000.00     2400.00
00475          100000.00     2400.00
00476          100000.00     2400.00
00477          100000.00     2400.00
00478          100000.00     2400.00
00479          100000.00     2400.00
00480          100000.00     2400.00
00481          100000.00     2400.00
00482          100000.00     2400.00
00483          100000.00     2400.00
00484          100000.00     2400.00
00485          100000.00     2400.00
00486          100000.00     2200.00
00487          100000.00     2200.00
00488          100000.00     2200.00
00489          100000.00     2200.00
00490          100000.00     2200.00
00491          100000.00     2200.00
00492          100000.00     2200.00
00493          100000.00     2200.00
00494          100000.00     2200.00
00495          100000.00     2200.00
00496          100000.00     2200.00
00497          100000.00     2200.00
00498          100000.00     2200.00
00499          100000.00     2200.00
00500          100000.00     2200.00
00501          100000.00     2200.00
00502          100000.00     2200.00
00503          102000.00     2200.00
00504          100000.00     2200.00
00505          102000.00     2000.00
00506          100000.00     2000.00
00507          100000.00     2000.00
00508          102000.00     2000.00
00509          100000.00     2000.00
00510          102000.00     2000.00
00511          102000.00     2000.00
00512          102000.00     2000.00
00513          100000.00     2000.00
00514          100000.00     2000.00
00515          100000.00     2000.00
00516          100000.00     2000.00
00517          100000.00     1800.00
00518          -98000.00   -11400.00
00519          -98000.00   -10400.00
00520         -100000.00    -9600.00
00521         -100000.00    -8800.00
00522         -102000.00    -7800.00
00523         -102000.00    -7400.00
00524         -102000.00    -6800.00
00525         -102000.00    -6400.00
00526         -104000.00    -6000.00
00527         -104000.00    -5600.00
00528         -104000.00    -5400.00
00529         -104000.00    -5200.00
00530         -104000.00    -4800.00
00531         -104000.00    -4600.00
00532         -104000.00    -4600.00
00533         -104000.00    -4400.00
00534         -104000.00    -4200.00
00535         -106000.00    -4200.00
00536         -106000.00    -4000.00
00537         -106000.00    -3800.00
00538         -106000.00    -3800.00
00539         -106000.00    -3600.00
00540         -106000.00    -3600.00
00541         -106000.00    -3600.00
00542         -106000.00    -3400.00
00543         -106000.00    -3400.00
00544         -106000.00    -3400.00
00545         -106000.00    -3400.00
00546         -106000.00    -3200.00
00547         -106000.00    -3200.00
00548         -106000.00    -3200.00
00549         -106000.00    -3200.00
00550         -106000.00    -3200.00
00551         -106000.00    -3000.00
00552         -106000.00    -3200.00
00553         -106000.00    -3000.00
00554         -106000.00    -3000.00
00555         -106000.00    -3000.00
00556         -106000.00    -3000.00
00557         -106000.00    -2800.00
00558         -106000.00    -3000.00
00559         -106000.00    -3000.00
00560         -106000.00    -2800.00
00561         -106000.00    -2800.00
00562         -106000.00    -2800.00
00563         -106000.00    -2800.00
00564         -106000.00    -2800.00
00565         -106000.00    -2800.00
00566         -106000.00    -2600.00
00567         -106000.00    -2800.00
00568         -106000.00    -2800.00
00569         -106000.00    -2600.00
00570         -106000.00    -2600.00
00571         -106000.00    -2600.00
00572         -106000.00    -2600.00
00573         -106000.00    -2600.00
00574         -106000.00    -2600.00
00575         -106000.00    -2400.00
00576         -106000.00    -2600.00
00577         -106000.00    -2600.00
00578         -106000.00    -2600.00
00579         -106000.00    -2400.00
00580         -106000.00    -2400.00
00581         -108000.00    -2400.00
00582         -106000.00    -2400.00
00583         -106000.00    -2400.00
00584         -106000.00    -2400.00
00585         -108000.00    -2400.00
00586         -106000.00    -2400.00
00587         -108000.00    -2400.00
00588         -106000.00    -2400.00
00589         -108000.00    -2400.00
00590         -108000.00    -2400.00
00591         -108000.00    -2200.00
00592         -108000.00    -2200.00
00593         -108000.00    -2200.00
00594         -108000.00    -2200.00
00595         -108000.00    -2200.00
00596         -108000.00    -2200.00
