Unit:(mV)
                     CH1         CH2
Frequency     142.469 Hz           ?
Period          7.019 ms           ?
00001          102000.00     1600.00
00002          102000.00     1400.00
00003          102000.00     1400.00
00004          102000.00     1400.00
00005          102000.00     1400.00
00006          102000.00     1400.00
00007          102000.00     1400.00
00008          102000.00     1400.00
00009          102000.00     1400.00
00010          102000.00     1400.00
00011          102000.00     1400.00
00012          102000.00     1400.00
00013          102000.00     1400.00
00014          102000.00     1400.00
00015          102000.00     1400.00
00016          102000.00     1400.00
00017          102000.00     1400.00
00018          102000.00     1400.00
00019          102000.00     1400.00
00020          102000.00     1400.00
00021          102000.00     1400.00
00022          102000.00     1400.00
00023          102000.00     1400.00
00024          102000.00     1200.00
00025          102000.00     1400.00
00026          102000.00     1200.00
00027          102000.00     1200.00
00028          102000.00     1200.00
00029          102000.00     1200.00
00030          102000.00     1400.00
00031          102000.00     1200.00
00032          102000.00     1200.00
00033          102000.00     1200.00
00034          102000.00     1200.00
00035          102000.00     1200.00
00036          102000.00     1200.00
00037          102000.00     1200.00
00038          100000.00     1200.00
00039          -96000.00   -12000.00
00040          -98000.00   -10000.00
00041         -100000.00    -8400.00
00042         -102000.00    -7400.00
00043         -102000.00    -6600.00
00044         -102000.00    -6000.00
00045         -102000.00    -5400.00
00046         -104000.00    -5200.00
00047         -104000.00    -4800.00
00048         -104000.00    -4600.00
00049         -104000.00    -4400.00
00050         -104000.00    -4400.00
00051         -104000.00    -4200.00
00052         -104000.00    -4000.00
00053         -104000.00    -3800.00
00054         -104000.00    -3800.00
00055         -106000.00    -3800.00
00056         -106000.00    -3800.00
00057         -104000.00    -3600.00
00058         -106000.00    -3600.00
00059         -106000.00    -3600.00
00060         -106000.00    -3400.00
00061         -106000.00    -3400.00
00062         -106000.00    -3400.00
00063         -106000.00    -3400.00
00064         -106000.00    -3200.00
00065         -106000.00    -3200.00
00066         -106000.00    -3200.00
00067         -106000.00    -3000.00
00068         -106000.00    -3200.00
00069         -106000.00    -3000.00
00070         -106000.00    -3000.00
00071         -106000.00    -3000.00
00072         -106000.00    -3000.00
00073         -106000.00    -3000.00
00074         -106000.00    -2800.00
00075         -106000.00    -2800.00
00076         -106000.00    -2800.00
00077         -106000.00    -2800.00
00078         -106000.00    -2800.00
00079         -106000.00    -2800.00
00080         -106000.00    -2600.00
00081         -106000.00    -2600.00
00082         -106000.00    -2600.00
00083         -106000.00    -2600.00
00084         -106000.00    -2600.00
00085         -106000.00    -2600.00
00086         -106000.00    -2600.00
00087         -106000.00    -2600.00
00088         -108000.00    -2600.00
00089         -108000.00    -2400.00
00090         -106000.00    -2400.00
00091         -108000.00    -2600.00
00092         -108000.00    -2400.00
00093         -108000.00    -2400.00
00094         -108000.00    -2400.00
00095         -108000.00    -2400.00
00096         -108000.00    -2400.00
00097         -108000.00    -2400.00
00098         -108000.00    -2400.00
00099         -108000.00    -2200.00
00100         -108000.00    -2400.00
00101         -108000.00    -2200.00
00102         -108000.00    -2400.00
00103         -108000.00    -2400.00
00104         -108000.00    -2200.00
00105         -108000.00    -2400.00
00106         -108000.00    -2200.00
00107         -108000.00    -2200.00
00108         -108000.00    -2200.00
00109         -108000.00    -2200.00
00110         -108000.00    -2200.00
00111         -108000.00    -2200.00
00112         -108000.00    -2200.00
00113         -108000.00    -2200.00
00114         -108000.00    -2200.00
00115         -108000.00    -2000.00
00116         -108000.00    -2000.00
00117         -108000.00    -2000.00
00118         -108000.00    -2000.00
00119         -108000.00    -2000.00
00120         -108000.00    -2000.00
00121         -108000.00    -2000.00
00122         -108000.00    -2000.00
00123         -108000.00    -2000.00
00124         -108000.00    -2000.00
00125         -108000.00    -2000.00
00126         -108000.00    -2000.00
00127         -108000.00    -2000.00
00128         -108000.00    -2000.00
00129         -108000.00    -1800.00
00130         -108000.00    -1800.00
00131         -108000.00    -2000.00
00132         -108000.00    -2000.00
00133         -108000.00    -1800.00
00134         -108000.00    -1800.00
00135         -108000.00    -2000.00
00136         -108000.00    -2000.00
00137         -108000.00    -1800.00
00138         -108000.00    -1800.00
00139         -108000.00    -1800.00
00140         -108000.00    -1800.00
00141         -108000.00    -1800.00
00142         -108000.00    -1800.00
00143         -108000.00    -1800.00
00144         -108000.00    -1800.00
00145         -108000.00    -1800.00
00146         -108000.00    -1800.00
00147         -108000.00    -1800.00
00148         -108000.00    -1800.00
00149         -108000.00    -1600.00
00150         -108000.00    -1800.00
00151         -108000.00    -1800.00
00152         -108000.00    -1800.00
00153         -108000.00    -1800.00
00154         -108000.00    -1800.00
00155         -108000.00    -1800.00
00156         -108000.00    -1600.00
00157         -108000.00    -1600.00
00158         -110000.00    -1600.00
00159         -108000.00    -1600.00
00160         -108000.00    -1600.00
00161         -108000.00    -1600.00
00162         -108000.00    -1600.00
00163         -108000.00    -1600.00
00164         -108000.00    -1600.00
00165         -108000.00    -1600.00
00166         -108000.00    -1600.00
00167         -108000.00    -1600.00
00168         -108000.00    -1600.00
00169         -108000.00    -1600.00
00170         -110000.00    -1600.00
00171         -108000.00    -1600.00
00172         -108000.00    -1600.00
00173         -108000.00    -1600.00
00174         -110000.00    -1600.00
00175         -108000.00    -1600.00
00176         -108000.00    -1600.00
00177         -108000.00    -1600.00
00178         -108000.00    -1600.00
00179         -110000.00    -1600.00
00180         -110000.00    -1600.00
00181         -110000.00    -1400.00
00182         -108000.00    -1400.00
00183         -110000.00    -1600.00
00184         -110000.00    -1400.00
00185         -110000.00    -1400.00
00186         -110000.00    -1400.00
00187         -110000.00    -1400.00
00188         -110000.00    -1600.00
00189         -110000.00    -1400.00
00190         -110000.00    -1400.00
00191         -110000.00    -1400.00
00192         -110000.00    -1400.00
00193         -110000.00    -1400.00
00194         -110000.00    -1400.00
00195         -110000.00    -1400.00
00196         -110000.00    -1400.00
00197         -110000.00    -1400.00
00198         -110000.00    -1400.00
00199         -110000.00    -1400.00
00200         -108000.00    -1400.00
00201         -110000.00    -1400.00
00202         -110000.00    -1400.00
00203         -110000.00    -1400.00
00204         -110000.00    -1400.00
00205         -110000.00    -1200.00
00206         -110000.00    -1400.00
00207         -110000.00    -1400.00
00208         -110000.00    -1400.00
00209         -110000.00    -1200.00
00210         -110000.00    -1200.00
00211         -110000.00    -1200.00
00212         -110000.00    -1200.00
00213         -110000.00    -1200.00
00214         -108000.00    -1200.00
00215         -108000.00    -1200.00
00216         -102000.00     -800.00
00217           90000.00    10800.00
00218           92000.00     9000.00
00219           94000.00     7800.00
00220           94000.00     7000.00
00221           96000.00     6200.00
00222           96000.00     5800.00
00223           96000.00     5200.00
00224           96000.00     5000.00
00225           96000.00     4800.00
00226           96000.00     4400.00
00227           98000.00     4400.00
00228           98000.00     4200.00
00229           98000.00     4000.00
00230           98000.00     4000.00
00231           98000.00     3800.00
00232           98000.00     3800.00
00233           98000.00     3800.00
00234           98000.00     3600.00
00235           98000.00     3600.00
00236           98000.00     3400.00
00237           98000.00     3400.00
00238           98000.00     3400.00
00239           98000.00     3400.00
00240           98000.00     3200.00
00241           98000.00     3200.00
00242           98000.00     3200.00
00243           98000.00     3200.00
00244           98000.00     3000.00
00245           98000.00     3000.00
00246          100000.00     3000.00
00247          100000.00     3000.00
00248           98000.00     3000.00
00249          100000.00     2800.00
00250          100000.00     2800.00
00251          100000.00     2800.00
00252          100000.00     2800.00
