Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           24000.00    -1400.00
00002           26000.00        0.00
00003           78000.00     1000.00
00004           46000.00        0.00
00005           64000.00      200.00
00006           72000.00     -200.00
00007           40000.00      200.00
00008           46000.00     -800.00
00009           28000.00    -1000.00
00010           50000.00      400.00
00011           46000.00     -200.00
00012           50000.00      800.00
00013           66000.00     -200.00
00014           44000.00        0.00
00015           54000.00     -800.00
00016           90000.00     1400.00
00017           36000.00      200.00
00018           32000.00    -1800.00
00019           58000.00     1800.00
00020           44000.00     -200.00
00021           32000.00     -600.00
00022           28000.00     -400.00
00023           64000.00      400.00
00024           40000.00    -1600.00
00025           26000.00    -1800.00
00026           60000.00      600.00
00027           26000.00     -600.00
00028           38000.00     -200.00
00029           62000.00    -1000.00
00030           30000.00        0.00
00031           82000.00      400.00
00032           44000.00     -400.00
00033           22000.00    -2600.00
00034           78000.00     1600.00
00035           68000.00     1200.00
00036           74000.00      400.00
00037           28000.00      400.00
00038           34000.00     -600.00
00039           52000.00    -1000.00
00040           18000.00    -2000.00
00041           42000.00      400.00
00042           38000.00     -800.00
00043           16000.00     -800.00
00044           38000.00    -1200.00
00045           50000.00        0.00
00046           54000.00      600.00
00047           78000.00     1200.00
00048           14000.00    -1400.00
00049           32000.00     -400.00
00050           22000.00    -1600.00
00051           64000.00      200.00
00052           72000.00     2200.00
00053           78000.00      200.00
00054           42000.00      400.00
00055           38000.00      600.00
00056           74000.00     1200.00
00057           22000.00     -200.00
00058           44000.00     1000.00
00059           62000.00      400.00
00060           46000.00     -800.00
00061           42000.00      400.00
00062           42000.00      200.00
00063           40000.00        0.00
00064           48000.00      600.00
00065           22000.00    -1600.00
00066           40000.00        0.00
00067           40000.00     -400.00
00068           68000.00      400.00
00069           50000.00     1000.00
00070           60000.00      200.00
00071           50000.00     -800.00
00072           22000.00    -2400.00
00073           44000.00    -1200.00
00074           80000.00     1400.00
00075           66000.00     -400.00
00076           14000.00     -600.00
00077           14000.00     -800.00
00078           48000.00     -400.00
00079           60000.00      400.00
00080           34000.00    -1600.00
00081           64000.00     1200.00
00082           16000.00    -1000.00
00083           40000.00     1000.00
00084           32000.00    -1000.00
00085           34000.00    -1600.00
00086           62000.00      200.00
00087           62000.00     -400.00
00088           32000.00    -1200.00
00089           70000.00      800.00
00090           56000.00     1800.00
00091           54000.00     -200.00
00092           26000.00    -1000.00
00093           52000.00     -800.00
00094           62000.00     1000.00
00095           52000.00     -600.00
00096           32000.00     -800.00
00097           18000.00     -600.00
00098           60000.00     1200.00
00099           66000.00      200.00
00100           46000.00    -1000.00
00101           66000.00     1400.00
00102           32000.00    -1000.00
00103           64000.00        0.00
00104           46000.00        0.00
00105           60000.00     1600.00
00106           42000.00      600.00
00107           32000.00    -1600.00
00108           52000.00      200.00
00109           20000.00    -2200.00
00110           68000.00      600.00
00111           52000.00      200.00
00112           42000.00    -1600.00
00113           62000.00      600.00
00114           36000.00    -1600.00
00115           68000.00        0.00
00116           46000.00     1600.00
00117           64000.00      400.00
00118           30000.00    -1400.00
00119           60000.00      200.00
00120           58000.00      200.00
00121           26000.00     -600.00
00122           54000.00      200.00
00123           68000.00     1400.00
00124           52000.00     -400.00
00125           52000.00      400.00
00126           48000.00      200.00
00127           66000.00      600.00
00128           56000.00     -600.00
00129           40000.00        0.00
00130           76000.00     1400.00
00131           56000.00     -800.00
