Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           46000.00        0.00
00002           76000.00        0.00
00003           22000.00     -800.00
00004           36000.00    -1000.00
00005           28000.00     -800.00
00006           48000.00    -1000.00
00007           78000.00      800.00
00008           52000.00     -200.00
00009           56000.00      400.00
00010           64000.00      200.00
00011           44000.00     -400.00
00012           22000.00    -1400.00
00013           36000.00      400.00
00014           48000.00      800.00
00015           62000.00      600.00
00016           26000.00     -400.00
00017           32000.00     -800.00
00018           44000.00      600.00
00019           60000.00      200.00
00020           64000.00      400.00
00021           48000.00      200.00
00022           64000.00     1400.00
00023           32000.00    -1600.00
00024           70000.00     1200.00
00025           68000.00        0.00
00026           70000.00      400.00
00027           76000.00     1600.00
00028           46000.00      600.00
00029           38000.00     -400.00
00030           50000.00    -1200.00
00031           22000.00     -800.00
00032           40000.00     -400.00
00033           60000.00        0.00
00034           38000.00      600.00
00035           14000.00    -1200.00
00036           22000.00    -2200.00
00037           50000.00     -200.00
00038           18000.00     -200.00
00039           50000.00        0.00
00040           44000.00     1000.00
00041           72000.00      600.00
00042           64000.00     1000.00
00043           48000.00      200.00
00044           58000.00      400.00
00045           46000.00      200.00
00046           60000.00      400.00
00047           82000.00     1400.00
00048           36000.00     1000.00
00049           34000.00      200.00
00050           84000.00     2000.00
00051           56000.00      400.00
00052           66000.00     -400.00
00053           74000.00      800.00
00054           44000.00        0.00
00055           64000.00     -800.00
00056           64000.00     1200.00
00057           84000.00     2200.00
00058           60000.00     1400.00
00059           62000.00      200.00
00060           56000.00     -200.00
00061           44000.00    -1400.00
00062           52000.00        0.00
00063           32000.00    -1400.00
00064           72000.00     1600.00
00065           34000.00     -200.00
00066           46000.00      800.00
00067           34000.00     -800.00
00068           64000.00     -200.00
00069           68000.00      400.00
00070           70000.00      200.00
00071           68000.00        0.00
00072           44000.00      400.00
00073           62000.00      200.00
00074           58000.00     1000.00
00075           70000.00        0.00
00076           60000.00      600.00
00077           24000.00        0.00
00078           48000.00     -800.00
00079           68000.00     -200.00
00080           70000.00      400.00
00081           28000.00     -200.00
00082           72000.00     1600.00
00083           24000.00      400.00
00084           66000.00      200.00
00085           36000.00    -1000.00
00086           42000.00      200.00
00087           22000.00    -2200.00
00088           18000.00    -1600.00
00089           42000.00     -200.00
00090           58000.00     1200.00
00091           38000.00    -1600.00
00092           28000.00     -400.00
00093           26000.00    -2000.00
00094           54000.00        0.00
00095           40000.00     -600.00
00096           46000.00     -800.00
00097           60000.00      800.00
00098           62000.00     1600.00
00099           42000.00      200.00
00100           30000.00    -1400.00
00101           52000.00     1000.00
00102           64000.00      600.00
00103           50000.00     -600.00
00104           58000.00      800.00
00105           54000.00     1400.00
00106           80000.00     1000.00
00107           50000.00     -600.00
00108           64000.00     -200.00
00109           74000.00      200.00
00110           62000.00     -200.00
00111           62000.00      600.00
00112           22000.00     -600.00
00113           48000.00    -1000.00
00114           54000.00      400.00
00115           60000.00     1400.00
00116           32000.00    -1000.00
00117           36000.00     -400.00
00118           62000.00      400.00
00119           14000.00    -1800.00
00120           32000.00        0.00
00121           54000.00      200.00
00122           38000.00    -1200.00
00123           38000.00    -1000.00
00124           70000.00     1200.00
00125           78000.00     1800.00
00126           66000.00      400.00
00127           52000.00    -1000.00
00128           56000.00     -800.00
00129           60000.00      400.00
00130           62000.00     1400.00
00131           38000.00     -800.00
00132           46000.00      600.00
