Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           44000.00     1000.00
00002           28000.00     -200.00
00003           70000.00     1000.00
00004           34000.00     -200.00
00005           44000.00        0.00
00006           60000.00     -600.00
00007           58000.00        0.00
00008           24000.00     -400.00
00009           40000.00    -1000.00
00010           72000.00     1000.00
00011           72000.00     -600.00
00012           38000.00    -1800.00
00013           18000.00     -800.00
00014           66000.00      400.00
00015           58000.00     1600.00
00016           76000.00     1400.00
00017           70000.00      600.00
00018           76000.00      400.00
00019           62000.00      600.00
00020           80000.00     1800.00
00021           28000.00     -800.00
00022           34000.00      400.00
00023           40000.00     -800.00
00024           40000.00      800.00
00025           34000.00    -1400.00
00026           48000.00     -200.00
00027           24000.00     -600.00
00028           26000.00    -1200.00
00029           28000.00    -1800.00
00030           76000.00     -400.00
00031           42000.00     -600.00
00032           64000.00      400.00
00033           50000.00     1200.00
00034           64000.00     -200.00
00035           36000.00     -400.00
00036           50000.00      600.00
00037           76000.00     1800.00
00038           50000.00      200.00
00039           24000.00    -1200.00
00040           48000.00     1400.00
00041           74000.00      400.00
00042           32000.00     -400.00
00043           18000.00     -600.00
00044           42000.00      200.00
00045           58000.00      600.00
00046           22000.00    -1200.00
00047           26000.00      200.00
00048           32000.00     1000.00
00049           42000.00      400.00
00050           56000.00      600.00
00051           60000.00     -400.00
00052           58000.00        0.00
00053           54000.00      400.00
00054           60000.00      800.00
00055           26000.00    -2000.00
00056           72000.00      600.00
00057           42000.00    -1400.00
00058           52000.00      800.00
00059           28000.00      400.00
00060           48000.00      800.00
00061           38000.00     -600.00
00062           50000.00      400.00
00063           40000.00    -1000.00
00064           28000.00     -400.00
00065           70000.00      600.00
00066           42000.00      800.00
00067           46000.00      600.00
00068           30000.00     -800.00
00069           28000.00     -200.00
00070           44000.00      200.00
00071           30000.00        0.00
00072           54000.00      400.00
00073           34000.00    -1000.00
00074           54000.00      400.00
00075           24000.00    -1200.00
00076           28000.00    -2200.00
00077           46000.00     -200.00
00078           68000.00        0.00
00079           42000.00    -1000.00
00080           42000.00     1000.00
00081           38000.00      800.00
00082           56000.00     -800.00
00083           30000.00      600.00
00084           76000.00      600.00
00085           68000.00     1600.00
00086           82000.00     -400.00
00087           58000.00        0.00
00088           42000.00     -200.00
00089           20000.00      600.00
00090           76000.00     1400.00
00091           48000.00      800.00
00092           52000.00     1000.00
00093           54000.00     1000.00
00094           60000.00     1400.00
00095           38000.00     -800.00
00096           48000.00    -1000.00
00097           60000.00     1000.00
00098           42000.00    -1000.00
00099           88000.00     2000.00
00100           66000.00     1400.00
00101           68000.00     1400.00
00102           46000.00     -400.00
00103           42000.00        0.00
00104           78000.00     1800.00
00105           48000.00        0.00
00106           46000.00     -600.00
00107           40000.00     1000.00
00108           26000.00     -800.00
00109           34000.00      200.00
00110           60000.00        0.00
00111           54000.00      200.00
00112           36000.00     -600.00
00113           60000.00     -200.00
00114           74000.00      400.00
00115           66000.00     1400.00
00116           58000.00     1200.00
00117           58000.00     -200.00
00118           58000.00     1000.00
00119           38000.00        0.00
00120           44000.00      600.00
00121           52000.00     -600.00
00122           54000.00     -600.00
00123           36000.00      600.00
00124           26000.00        0.00
00125           28000.00     -200.00
00126           52000.00     1600.00
00127           44000.00      600.00
00128           60000.00      200.00
00129           26000.00      400.00
00130           54000.00     -800.00
00131           20000.00    -1600.00
00132           42000.00    -1400.00
