Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           24000.00    -2000.00
00002           78000.00      600.00
00003           54000.00    -1000.00
00004           80000.00      800.00
00005           24000.00    -1600.00
00006           70000.00     1400.00
00007           64000.00      400.00
00008           56000.00     -600.00
00009           68000.00     1800.00
00010           52000.00      400.00
00011           36000.00      600.00
00012           64000.00      400.00
00013           36000.00    -1400.00
00014           38000.00     1000.00
00015           28000.00    -1800.00
00016           90000.00     1000.00
00017           66000.00     1600.00
00018           48000.00        0.00
00019           36000.00     -200.00
00020           50000.00        0.00
00021           84000.00     2000.00
00022           48000.00      400.00
00023           26000.00        0.00
00024           76000.00     1800.00
00025           50000.00     -600.00
00026           82000.00     1400.00
00027           64000.00      600.00
00028           50000.00        0.00
00029           30000.00     -800.00
00030           46000.00      800.00
00031           54000.00     -400.00
00032           40000.00     -800.00
00033           36000.00    -1600.00
00034           32000.00    -1200.00
00035           46000.00     -200.00
00036           74000.00     1800.00
00037           58000.00     1200.00
00038           28000.00     -400.00
00039           66000.00     1600.00
00040           40000.00    -2000.00
00041           38000.00     -200.00
00042           26000.00        0.00
00043           58000.00     -200.00
00044           46000.00        0.00
00045           58000.00     -800.00
00046           32000.00      200.00
00047           48000.00      600.00
00048           40000.00        0.00
00049           80000.00     1800.00
00050           38000.00     -200.00
00051           60000.00     -400.00
00052           42000.00     1200.00
00053           32000.00     -400.00
00054           50000.00        0.00
00055           62000.00     -600.00
00056           30000.00    -1000.00
00057           36000.00    -1400.00
00058           34000.00    -1000.00
00059           44000.00      600.00
00060           46000.00      200.00
00061           34000.00     -400.00
00062           20000.00     -800.00
00063           44000.00      200.00
00064           44000.00     -600.00
00065           20000.00    -1000.00
00066           46000.00        0.00
00067           64000.00      600.00
00068           40000.00     -400.00
00069           54000.00      200.00
00070           44000.00     -600.00
00071           64000.00     1600.00
00072           48000.00     -600.00
00073           22000.00    -1600.00
00074           50000.00    -1400.00
00075           58000.00      800.00
00076           22000.00     -200.00
00077           38000.00    -1000.00
00078           32000.00     -600.00
00079           68000.00     1600.00
00080           64000.00     1200.00
00081           58000.00     1200.00
00082           20000.00    -2000.00
00083           32000.00     -200.00
00084           76000.00     1400.00
00085           72000.00     1000.00
00086            6000.00     -200.00
00087           64000.00     -400.00
00088           38000.00      400.00
00089           66000.00      600.00
00090           30000.00    -1600.00
00091           32000.00     -600.00
00092           38000.00    -1000.00
00093           60000.00      200.00
00094           28000.00      400.00
00095           38000.00     -400.00
00096           34000.00      200.00
00097           28000.00      400.00
00098           36000.00     -200.00
00099           40000.00     -400.00
00100           34000.00      200.00
00101           26000.00    -1200.00
00102           60000.00     1000.00
00103           58000.00     1400.00
00104           72000.00      400.00
00105           44000.00     -800.00
00106           32000.00     -200.00
00107           78000.00      600.00
00108           44000.00      400.00
00109           56000.00     -200.00
00110           74000.00      600.00
00111           36000.00    -1400.00
00112           46000.00     -600.00
00113           38000.00     1000.00
00114           52000.00     -600.00
00115           30000.00        0.00
00116           42000.00      200.00
00117           64000.00      400.00
00118           46000.00      200.00
00119           26000.00     -400.00
00120           74000.00     1400.00
00121           40000.00     1200.00
00122            8000.00    -2000.00
00123           26000.00    -1000.00
00124           64000.00     -800.00
00125           28000.00        0.00
00126           36000.00     -400.00
00127           48000.00      400.00
00128           68000.00      200.00
00129           76000.00     1200.00
00130           52000.00      800.00
00131           56000.00      600.00
