Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           24000.00     -400.00
00002           38000.00    -1600.00
00003           50000.00     1000.00
00004           32000.00    -1200.00
00005           70000.00      600.00
00006           70000.00      400.00
00007           64000.00     -200.00
00008           34000.00        0.00
00009           62000.00     1400.00
00010           54000.00      200.00
00011           70000.00     1000.00
00012           58000.00      200.00
00013           32000.00     -400.00
00014           42000.00      400.00
00015           76000.00     1800.00
00016           30000.00      800.00
00017           62000.00     -200.00
00018           30000.00      400.00
00019           58000.00      200.00
00020           82000.00     2200.00
00021           50000.00     -200.00
00022           44000.00     -400.00
00023           48000.00        0.00
00024           64000.00      600.00
00025           68000.00    -1200.00
00026           52000.00     1400.00
00027           38000.00     -600.00
00028           54000.00     1400.00
00029           30000.00    -1000.00
00030           52000.00      800.00
00031           66000.00     1200.00
00032           22000.00    -1600.00
00033           38000.00      400.00
00034           38000.00        0.00
00035           70000.00      600.00
00036           20000.00     -400.00
00037           58000.00      800.00
00038           62000.00     1400.00
00039           28000.00    -2000.00
00040           80000.00     1600.00
00041           64000.00     2000.00
00042           52000.00     -400.00
00043           18000.00    -1600.00
00044           18000.00    -2000.00
00045           40000.00     -600.00
00046           46000.00     -200.00
00047           30000.00    -1400.00
00048           82000.00     2000.00
00049           50000.00     -400.00
00050           20000.00    -2200.00
00051           60000.00     1200.00
00052           58000.00     -200.00
00053           32000.00    -1200.00
00054           60000.00     -400.00
00055           78000.00      200.00
00056           46000.00     -600.00
00057           44000.00     1000.00
00058           40000.00     -200.00
00059           60000.00        0.00
00060           68000.00     1600.00
00061           70000.00     1800.00
00062           40000.00     -600.00
00063           38000.00    -1200.00
00064           36000.00     -200.00
00065           48000.00    -1000.00
00066           42000.00     1400.00
00067           40000.00     -600.00
00068           56000.00    -1000.00
00069           48000.00      800.00
00070           46000.00     -800.00
00071           42000.00     -600.00
00072           74000.00     1400.00
00073           14000.00    -1000.00
00074           50000.00     1200.00
00075           28000.00      600.00
00076           16000.00    -1200.00
00077           44000.00     -400.00
00078           76000.00     -200.00
00079           44000.00        0.00
00080           42000.00    -1200.00
00081           66000.00      800.00
00082           46000.00        0.00
00083           24000.00    -1600.00
00084           48000.00        0.00
00085           28000.00      800.00
00086           34000.00      600.00
00087           30000.00     -600.00
00088           86000.00      600.00
00089           32000.00     -400.00
00090           40000.00        0.00
00091           26000.00    -1200.00
00092           18000.00        0.00
00093           36000.00    -1200.00
00094           28000.00     -200.00
00095           30000.00     -400.00
00096           70000.00      600.00
00097           30000.00    -1000.00
00098           42000.00     -600.00
00099           52000.00     -400.00
00100           66000.00     1200.00
00101           46000.00        0.00
00102           74000.00     1200.00
00103           44000.00     -200.00
00104           34000.00     -200.00
00105           66000.00     -200.00
00106           44000.00    -1000.00
00107           52000.00     -200.00
00108           56000.00      400.00
00109           40000.00      400.00
00110           56000.00    -1000.00
00111           34000.00     1200.00
00112           10000.00    -1800.00
00113           50000.00     -400.00
00114           78000.00      400.00
00115           70000.00     1200.00
00116           26000.00        0.00
00117           72000.00      800.00
00118           72000.00     1800.00
00119           56000.00      600.00
00120           60000.00      400.00
00121           28000.00    -1600.00
00122           56000.00     1000.00
00123           28000.00    -1200.00
00124           76000.00     2000.00
00125           34000.00     -600.00
00126           42000.00     -600.00
00127           56000.00      600.00
00128           30000.00    -1400.00
00129           64000.00     -400.00
00130           28000.00     -400.00
