Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           62000.00     -200.00
00002           42000.00     1000.00
00003           64000.00      600.00
00004           24000.00     -800.00
00005           32000.00    -1000.00
00006           66000.00      800.00
00007           36000.00     -200.00
00008           70000.00     1000.00
00009           34000.00    -1000.00
00010           46000.00      600.00
00011           48000.00     -200.00
00012           28000.00    -1400.00
00013           76000.00      800.00
00014           44000.00     -200.00
00015           66000.00     -400.00
00016           52000.00     1000.00
00017           54000.00     1000.00
00018           64000.00     -200.00
00019            8000.00     -800.00
00020           70000.00     1000.00
00021           50000.00      800.00
00022           76000.00      600.00
00023           44000.00     -200.00
00024           66000.00      600.00
00025           28000.00      600.00
00026           62000.00     1000.00
00027           22000.00     -400.00
00028           74000.00     -200.00
00029           76000.00     1800.00
00030           80000.00      600.00
00031           36000.00      400.00
00032           52000.00      600.00
00033           22000.00     -400.00
00034           52000.00     -600.00
00035           66000.00     -600.00
00036           42000.00     -200.00
00037           56000.00     -600.00
00038           48000.00     1200.00
00039           60000.00      800.00
00040           54000.00    -1200.00
00041           26000.00      800.00
00042           78000.00     1400.00
00043           54000.00      600.00
00044           54000.00      600.00
00045           50000.00      600.00
00046           14000.00     -200.00
00047           28000.00    -1200.00
00048           52000.00      400.00
00049           74000.00      400.00
00050           80000.00      600.00
00051           24000.00     -800.00
00052           50000.00     1200.00
00053           64000.00        0.00
00054           24000.00     -200.00
00055           32000.00     -400.00
00056           58000.00     1800.00
00057           66000.00     1200.00
00058           50000.00      200.00
00059           16000.00     -600.00
00060           54000.00      400.00
00061           28000.00      600.00
00062           64000.00     1800.00
00063           42000.00     -400.00
00064           72000.00     1400.00
00065           64000.00      400.00
00066           50000.00     -200.00
00067           68000.00     1400.00
00068           28000.00    -2200.00
00069           60000.00      800.00
00070           46000.00      400.00
00071           44000.00     -800.00
00072           70000.00     1000.00
00073           70000.00     1200.00
00074           18000.00    -1200.00
00075           44000.00     -600.00
00076           70000.00     1400.00
00077           42000.00    -1200.00
00078           56000.00      800.00
00079           38000.00     -400.00
00080           56000.00      600.00
00081           26000.00     -400.00
00082           52000.00        0.00
00083           50000.00     1400.00
00084           40000.00     -400.00
00085           78000.00     1400.00
00086           62000.00     1000.00
00087           86000.00     1800.00
00088           58000.00     -200.00
00089           72000.00      400.00
00090           80000.00      200.00
00091           28000.00     -800.00
00092           32000.00    -1800.00
00093           24000.00    -1200.00
00094           34000.00    -1200.00
00095           40000.00     -600.00
00096           28000.00    -1000.00
00097           40000.00      200.00
00098           56000.00     -200.00
00099           56000.00      400.00
00100           74000.00      800.00
00101           52000.00      600.00
00102           40000.00    -1400.00
00103           30000.00     -200.00
00104           64000.00      400.00
00105           68000.00      200.00
00106           68000.00     1000.00
00107           42000.00      800.00
00108           42000.00     1000.00
00109           34000.00     -400.00
00110           48000.00      600.00
00111           10000.00    -1400.00
00112           42000.00     -800.00
00113           42000.00     -600.00
00114           56000.00      200.00
00115           16000.00     -400.00
00116           10000.00    -2000.00
00117           42000.00     -600.00
00118           78000.00     1400.00
00119           28000.00     -800.00
00120           42000.00     -600.00
00121           42000.00    -1200.00
00122           32000.00     -600.00
00123           78000.00     1600.00
00124           36000.00      200.00
00125           66000.00     -200.00
00126           50000.00    -1400.00
00127           54000.00     1400.00
00128           70000.00     -400.00
00129           74000.00     1600.00
00130           32000.00     -600.00
00131           54000.00      600.00
