Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           48000.00      400.00
00002           26000.00    -1800.00
00003           60000.00      800.00
00004           64000.00      400.00
00005           46000.00     -400.00
00006           46000.00    -1000.00
00007           36000.00    -1000.00
00008           74000.00      800.00
00009           36000.00    -1000.00
00010           52000.00      400.00
00011           68000.00     1400.00
00012           52000.00      400.00
00013           26000.00     -600.00
00014           30000.00    -1400.00
00015           28000.00     -200.00
00016           66000.00      800.00
00017           22000.00    -1000.00
00018           42000.00     -400.00
00019           54000.00     -400.00
00020           64000.00     -600.00
00021           40000.00      200.00
00022           38000.00    -1800.00
00023           26000.00    -1000.00
00024           32000.00    -1000.00
00025           48000.00     1400.00
00026           60000.00     1400.00
00027           48000.00     -600.00
00028           58000.00    -1000.00
00029           60000.00     1200.00
00030           60000.00      600.00
00031           74000.00      600.00
00032           44000.00    -1400.00
00033           56000.00     1000.00
00034           68000.00     1000.00
00035           38000.00     -600.00
00036           44000.00     -800.00
00037           62000.00      400.00
00038           44000.00     -600.00
00039           54000.00     -600.00
00040           62000.00     2000.00
00041           36000.00     -400.00
00042           54000.00     -800.00
00043           70000.00      600.00
00044           60000.00     2000.00
00045           86000.00      800.00
00046           56000.00      400.00
00047           56000.00     1000.00
00048           16000.00    -1000.00
00049           72000.00        0.00
00050           26000.00    -1000.00
00051           38000.00        0.00
00052           34000.00     -800.00
00053           42000.00     -200.00
00054           52000.00     -400.00
00055           72000.00     2400.00
00056           64000.00     -600.00
00057           64000.00     1200.00
00058           32000.00    -2000.00
00059           74000.00     1200.00
00060           54000.00      400.00
00061           46000.00     -600.00
00062           52000.00     -400.00
00063           46000.00     -400.00
00064           80000.00      800.00
00065           34000.00      400.00
00066           62000.00     1200.00
00067           16000.00    -1400.00
00068           30000.00     -200.00
00069           26000.00    -1000.00
00070           58000.00        0.00
00071           38000.00      200.00
00072           24000.00     -600.00
00073           64000.00     -400.00
00074           62000.00      600.00
00075           78000.00     1200.00
00076           52000.00     -800.00
00077           30000.00      400.00
00078           70000.00      400.00
00079           36000.00        0.00
00080           56000.00     1000.00
00081           46000.00      400.00
00082           38000.00     -400.00
00083           60000.00      600.00
00084           46000.00     -600.00
00085           84000.00     1000.00
00086           36000.00     -800.00
00087           16000.00    -1200.00
00088           72000.00      200.00
00089           40000.00      800.00
00090           38000.00        0.00
00091           46000.00      600.00
00092           46000.00     -400.00
00093           10000.00    -1400.00
00094           58000.00      600.00
00095           26000.00    -1600.00
00096           74000.00      400.00
00097           10000.00    -2200.00
00098           70000.00     1000.00
00099           40000.00      800.00
00100           48000.00      400.00
00101           54000.00      800.00
00102           16000.00    -1000.00
00103           64000.00     -400.00
00104           48000.00     -200.00
00105           44000.00      800.00
00106           46000.00      600.00
00107           46000.00     -600.00
00108           40000.00     -200.00
00109           48000.00     -400.00
00110           34000.00     -800.00
00111           30000.00    -1200.00
00112           54000.00        0.00
00113           46000.00     1200.00
00114           42000.00    -1200.00
00115           62000.00     1200.00
00116           36000.00     -800.00
00117           50000.00      200.00
00118           40000.00    -1400.00
00119           58000.00      200.00
00120           46000.00     1000.00
00121           76000.00      200.00
00122           44000.00      200.00
00123           36000.00        0.00
00124           24000.00      200.00
00125           28000.00    -1600.00
00126           30000.00    -1000.00
00127           42000.00      400.00
00128           72000.00     1200.00
00129           54000.00      600.00
00130           58000.00     -400.00
00131           52000.00      200.00
