Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           54000.00     -200.00
00002           26000.00     -800.00
00003           38000.00     -800.00
00004           60000.00      800.00
00005           16000.00      200.00
00006           14000.00    -2600.00
00007           36000.00    -1200.00
00008           66000.00      200.00
00009           56000.00      400.00
00010           74000.00     1600.00
00011           46000.00        0.00
00012           38000.00     -800.00
00013           34000.00     -800.00
00014           68000.00     -200.00
00015           58000.00        0.00
00016           22000.00     -800.00
00017           62000.00      400.00
00018           50000.00     -200.00
00019           30000.00     -400.00
00020           64000.00     2000.00
00021           68000.00     -600.00
00022           68000.00     1000.00
00023           34000.00      200.00
00024           48000.00      400.00
00025           48000.00    -1000.00
00026           48000.00        0.00
00027           60000.00        0.00
00028           18000.00    -1400.00
00029           30000.00    -2200.00
00030           34000.00     -400.00
00031           42000.00     1000.00
00032           44000.00     1400.00
00033           74000.00     1200.00
00034           26000.00     -600.00
00035           72000.00     -800.00
00036           50000.00      600.00
00037           52000.00      400.00
00038           48000.00      800.00
00039           68000.00     2200.00
00040           54000.00     -800.00
00041           26000.00      200.00
00042           42000.00     -800.00
00043           44000.00      400.00
00044           22000.00    -1200.00
00045           28000.00      200.00
00046           44000.00      200.00
00047           48000.00      600.00
00048           50000.00      400.00
00049           30000.00     -800.00
00050           74000.00      800.00
00051           54000.00     1200.00
00052           60000.00      200.00
00053           38000.00     -600.00
00054           58000.00      600.00
00055           36000.00     -600.00
00056           30000.00     -600.00
00057           38000.00     -800.00
00058           70000.00     -400.00
00059           78000.00     1200.00
00060           18000.00    -1800.00
00061           72000.00     1600.00
00062           40000.00     -400.00
00063           32000.00    -1200.00
00064           22000.00     -200.00
00065           42000.00     -600.00
00066           48000.00     -400.00
00067           24000.00    -1400.00
00068           16000.00     -400.00
00069           18000.00    -2000.00
00070           74000.00     1200.00
00071           70000.00      200.00
00072           48000.00     -400.00
00073           52000.00      600.00
00074           42000.00     -800.00
00075           50000.00     -400.00
00076           66000.00      600.00
00077           28000.00    -1200.00
00078           48000.00        0.00
00079           56000.00    -1000.00
00080           36000.00     -600.00
00081           64000.00     1000.00
00082           70000.00        0.00
00083           28000.00    -1600.00
00084           62000.00     2000.00
00085           40000.00    -1000.00
00086           58000.00     -600.00
00087           24000.00    -1600.00
00088           24000.00     -400.00
00089           66000.00     -400.00
00090           34000.00        0.00
00091           38000.00     -600.00
00092           36000.00      800.00
00093           48000.00     -600.00
00094           48000.00     1200.00
00095           26000.00     -400.00
00096           44000.00      800.00
00097           26000.00     -800.00
00098           18000.00        0.00
00099           66000.00     1800.00
00100           68000.00     1400.00
00101           34000.00    -1200.00
00102           24000.00    -2400.00
00103           46000.00     -600.00
00104           42000.00     -400.00
00105           52000.00        0.00
00106           66000.00        0.00
00107           38000.00     -400.00
00108           44000.00      200.00
00109           58000.00     1000.00
00110           78000.00     1000.00
00111           46000.00      200.00
00112           72000.00     2400.00
00113           84000.00     1200.00
00114           44000.00     -200.00
00115           46000.00     -600.00
00116           66000.00     1600.00
00117           54000.00      800.00
00118           64000.00     1600.00
00119           46000.00      200.00
00120           72000.00      800.00
00121           34000.00        0.00
00122           60000.00     1000.00
00123           78000.00     1000.00
00124           44000.00     -600.00
00125           26000.00      200.00
00126           20000.00    -1000.00
00127           68000.00     1600.00
00128           36000.00    -1400.00
00129           60000.00     -400.00
00130           58000.00      800.00
00131           60000.00     -200.00
