Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           30000.00      200.00
00002           58000.00        0.00
00003           62000.00     -400.00
00004           66000.00      200.00
00005           28000.00        0.00
00006           78000.00     1000.00
00007           42000.00     -400.00
00008           46000.00    -1400.00
00009           44000.00     -800.00
00010           36000.00    -1000.00
00011           60000.00      200.00
00012           58000.00     1400.00
00013           44000.00     -400.00
00014           40000.00      200.00
00015           56000.00      400.00
00016           28000.00    -1200.00
00017           66000.00     1000.00
00018           48000.00      800.00
00019           82000.00     2000.00
00020           66000.00      200.00
00021           80000.00     2000.00
00022           84000.00     1800.00
00023           34000.00     -800.00
00024           20000.00    -1200.00
00025           60000.00     -800.00
00026           26000.00     -600.00
00027           62000.00     -200.00
00028           50000.00     -200.00
00029           30000.00     -600.00
00030           54000.00      200.00
00031           40000.00      200.00
00032           56000.00     1200.00
00033           74000.00     1600.00
00034           22000.00    -2000.00
00035           56000.00     -400.00
00036           48000.00      600.00
00037           30000.00     -800.00
00038           62000.00      200.00
00039           34000.00     -600.00
00040           60000.00      200.00
00041           42000.00      600.00
00042           12000.00    -1400.00
00043           16000.00     -800.00
00044           64000.00      200.00
00045           68000.00        0.00
00046           58000.00     -400.00
00047           34000.00      400.00
00048           62000.00      200.00
00049           84000.00      800.00
00050           62000.00      800.00
00051           56000.00    -1000.00
00052           36000.00     -200.00
00053           26000.00     -200.00
00054           44000.00        0.00
00055           42000.00      200.00
00056           24000.00    -1400.00
00057           40000.00     -200.00
00058           36000.00      800.00
00059           26000.00    -2000.00
00060           46000.00      200.00
00061           68000.00      200.00
00062           66000.00     -400.00
00063           24000.00    -1600.00
00064           38000.00     -600.00
00065           56000.00      400.00
00066           54000.00     -400.00
00067           44000.00     -400.00
00068           50000.00     -800.00
00069           68000.00     1000.00
00070           22000.00    -1400.00
00071           52000.00     1000.00
00072           32000.00        0.00
00073           38000.00     -600.00
00074           54000.00      400.00
00075           44000.00     -400.00
00076           50000.00    -1400.00
00077           56000.00        0.00
00078           22000.00    -2000.00
00079           12000.00    -1200.00
00080           70000.00      600.00
00081           80000.00     1800.00
00082           24000.00    -1000.00
00083           36000.00      200.00
00084           34000.00    -1400.00
00085           64000.00     1000.00
00086           38000.00     -200.00
00087           64000.00     1400.00
00088           36000.00      200.00
00089           52000.00      800.00
00090           56000.00     -600.00
00091           48000.00     -200.00
00092           24000.00     -200.00
00093           38000.00    -1600.00
00094           38000.00    -1000.00
00095           30000.00     -800.00
00096           26000.00    -1000.00
00097           50000.00     -400.00
00098           64000.00    -1000.00
00099           28000.00    -1200.00
00100           54000.00      400.00
00101           40000.00     -600.00
00102           32000.00      800.00
00103           56000.00      200.00
00104           72000.00     1200.00
00105           26000.00    -1600.00
00106           58000.00      600.00
00107           38000.00    -1000.00
00108           54000.00     -600.00
00109           58000.00      800.00
00110           32000.00    -1000.00
00111           44000.00        0.00
00112           58000.00      600.00
00113           28000.00      600.00
00114           18000.00    -1200.00
00115           48000.00     1200.00
00116           56000.00    -1200.00
00117           38000.00        0.00
00118           30000.00    -1000.00
00119           58000.00     1200.00
00120           50000.00      200.00
00121           52000.00      200.00
00122           30000.00      400.00
00123           54000.00     -600.00
00124           32000.00     -400.00
00125           38000.00     -400.00
00126           62000.00      200.00
00127           28000.00     1000.00
00128           64000.00     2200.00
00129           44000.00     -200.00
00130           70000.00     -800.00
00131           52000.00     1600.00
