Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           18000.00    -1200.00
00002           56000.00     -200.00
00003           22000.00    -1000.00
00004           60000.00     -600.00
00005           62000.00     -800.00
00006           34000.00    -1200.00
00007           52000.00     -400.00
00008           54000.00     -200.00
00009           50000.00     1000.00
00010           56000.00      600.00
00011           10000.00    -2000.00
00012           34000.00      400.00
00013           30000.00     -800.00
00014           64000.00     1400.00
00015           58000.00     1000.00
00016           66000.00     1000.00
00017           84000.00     2400.00
00018           20000.00     -800.00
00019           62000.00      800.00
00020           50000.00     -800.00
00021           40000.00     -200.00
00022           60000.00     1000.00
00023           38000.00     -800.00
00024           64000.00     1200.00
00025           28000.00    -1600.00
00026           64000.00     -200.00
00027           16000.00    -1000.00
00028           76000.00      600.00
00029           82000.00      400.00
00030           42000.00      400.00
00031           36000.00      400.00
00032           52000.00      400.00
00033           38000.00     -800.00
00034           46000.00     -600.00
00035           32000.00    -1600.00
00036           34000.00      200.00
00037           54000.00      800.00
00038           62000.00     -400.00
00039           26000.00    -1400.00
00040           80000.00     1000.00
00041           44000.00     -400.00
00042           74000.00     2000.00
00043           66000.00     1200.00
00044           30000.00    -1600.00
00045           76000.00      800.00
00046           40000.00        0.00
00047           52000.00    -1200.00
00048           34000.00     -800.00
00049           20000.00    -1400.00
00050           38000.00     -800.00
00051           64000.00     -200.00
00052           54000.00     -400.00
00053           50000.00      400.00
00054           16000.00        0.00
00055           70000.00     1000.00
00056           52000.00     -200.00
00057           58000.00     1000.00
00058           74000.00      200.00
00059           50000.00      400.00
00060           34000.00    -1400.00
00061           36000.00        0.00
00062           48000.00      800.00
00063           36000.00     -200.00
00064           36000.00     -400.00
00065           74000.00      400.00
00066           38000.00     -800.00
00067           52000.00      400.00
00068           28000.00      200.00
00069           74000.00      200.00
00070           26000.00    -1400.00
00071           82000.00     2600.00
00072           66000.00     1600.00
00073           40000.00     -200.00
00074           54000.00     1000.00
00075           40000.00    -1600.00
00076           58000.00     1000.00
00077           62000.00      400.00
00078           52000.00     -600.00
00079           38000.00      400.00
00080           64000.00     1000.00
00081           44000.00     -200.00
00082           28000.00    -1000.00
00083           34000.00     -200.00
00084           22000.00    -1800.00
00085           64000.00      800.00
00086           36000.00    -1000.00
00087           38000.00     1400.00
00088           70000.00      600.00
00089           52000.00     1400.00
00090           40000.00     -400.00
00091           70000.00      400.00
00092           36000.00    -1200.00
00093           70000.00     1200.00
00094           46000.00     -800.00
00095           46000.00      800.00
00096           80000.00     2200.00
00097           60000.00     -600.00
00098           30000.00    -2000.00
00099           34000.00     -200.00
00100           50000.00     -200.00
00101           86000.00        0.00
00102           34000.00     -200.00
00103           66000.00      200.00
00104           66000.00     -200.00
00105           44000.00      200.00
00106           24000.00        0.00
00107           36000.00    -1000.00
00108           82000.00     2000.00
00109           74000.00     -200.00
00110           58000.00      600.00
00111           28000.00        0.00
00112           40000.00      800.00
00113           60000.00        0.00
00114           52000.00      400.00
00115           44000.00     -800.00
00116           46000.00    -1000.00
00117           40000.00     -600.00
00118           72000.00     2400.00
00119           66000.00     2200.00
00120           34000.00      200.00
00121           62000.00     1200.00
00122           42000.00     1000.00
00123           34000.00    -1000.00
00124           66000.00     1600.00
00125           74000.00     1400.00
00126           70000.00     1400.00
00127           48000.00    -1200.00
00128           66000.00      600.00
00129           44000.00     -400.00
00130           76000.00     1400.00
