Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           48000.00    -1200.00
00002           54000.00     1000.00
00003           56000.00     -200.00
00004           48000.00      400.00
00005           52000.00     -600.00
00006           54000.00        0.00
00007           56000.00     -200.00
00008           68000.00     -400.00
00009           52000.00     -200.00
00010           36000.00     -400.00
00011           54000.00      200.00
00012           72000.00     1000.00
00013           36000.00     -400.00
00014           14000.00     -800.00
00015           20000.00      200.00
00016           38000.00    -1000.00
00017           36000.00        0.00
00018           62000.00     -600.00
00019           12000.00    -2400.00
00020           26000.00     -400.00
00021           54000.00      200.00
00022           18000.00     -600.00
00023           28000.00     -400.00
00024           66000.00      600.00
00025           46000.00     1000.00
00026           44000.00    -2200.00
00027           54000.00     1200.00
00028           54000.00     -400.00
00029           32000.00        0.00
00030           18000.00    -1200.00
00031           64000.00      200.00
00032           60000.00     -200.00
00033           48000.00    -1600.00
00034           72000.00     1200.00
00035           58000.00      800.00
00036           68000.00      400.00
00037           36000.00      800.00
00038           32000.00        0.00
00039           28000.00     -200.00
00040           40000.00     -600.00
00041           24000.00     -200.00
00042           66000.00      400.00
00043           46000.00      600.00
00044           58000.00        0.00
00045           68000.00     -400.00
00046           52000.00      400.00
00047           56000.00     1000.00
00048           40000.00     1800.00
00049           66000.00      800.00
00050           70000.00     2200.00
00051           52000.00     -400.00
00052           88000.00     1000.00
00053           42000.00      200.00
00054           18000.00     -800.00
00055           34000.00      400.00
00056           52000.00        0.00
00057           68000.00     -200.00
00058           42000.00        0.00
00059           36000.00     -200.00
00060           28000.00    -1000.00
00061           40000.00      200.00
00062           64000.00     -200.00
00063           52000.00      200.00
00064           64000.00     -600.00
00065           44000.00      400.00
00066           60000.00     -400.00
00067           70000.00     -600.00
00068           38000.00    -1400.00
00069           42000.00      200.00
00070           68000.00     2200.00
00071           30000.00    -2000.00
00072           38000.00     -200.00
00073           52000.00     1200.00
00074           66000.00     -200.00
00075           30000.00      400.00
00076           40000.00      200.00
00077           64000.00     -400.00
00078           56000.00     -600.00
00079           40000.00     -200.00
00080           66000.00     -600.00
00081           10000.00    -1000.00
00082           62000.00     1400.00
00083           20000.00    -2400.00
00084           20000.00    -1400.00
00085           66000.00      400.00
00086           66000.00     -200.00
00087           28000.00    -1000.00
00088           26000.00     -600.00
00089           46000.00     -400.00
00090           56000.00     1000.00
00091           42000.00     -600.00
00092           76000.00     2000.00
00093           58000.00     -400.00
00094           30000.00    -1600.00
00095           58000.00     1000.00
00096           70000.00      600.00
00097           58000.00        0.00
00098           26000.00     -800.00
00099           34000.00    -1200.00
00100           60000.00        0.00
00101           76000.00      400.00
00102           80000.00      400.00
00103           74000.00      800.00
00104           62000.00     -600.00
00105           82000.00        0.00
00106           42000.00     -200.00
00107           52000.00      400.00
00108           70000.00     1400.00
00109           32000.00    -1600.00
00110           32000.00     -600.00
00111           80000.00     1400.00
00112           54000.00     1000.00
00113           44000.00     -600.00
00114           26000.00     -400.00
00115           16000.00     -200.00
00116           48000.00     -600.00
00117           50000.00     1400.00
00118           42000.00     -400.00
00119           56000.00     -800.00
00120           38000.00     -800.00
00121           36000.00      400.00
00122           46000.00     1800.00
00123           50000.00      800.00
00124           30000.00     -400.00
00125           38000.00    -1800.00
00126           42000.00     -600.00
00127           46000.00        0.00
00128           20000.00    -1600.00
00129           20000.00    -1400.00
00130           44000.00    -1200.00
00131           68000.00        0.00
