Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           48000.00        0.00
00002           50000.00     -200.00
00003           14000.00     -800.00
00004           56000.00      800.00
00005           42000.00     -400.00
00006           64000.00      600.00
00007           18000.00     -200.00
00008           50000.00      400.00
00009           48000.00      800.00
00010           48000.00     -800.00
00011           38000.00     1000.00
00012           64000.00     -200.00
00013           42000.00     -400.00
00014           72000.00     2000.00
00015           46000.00      800.00
00016           34000.00     -400.00
00017           70000.00      400.00
00018           66000.00     -800.00
00019           48000.00     -400.00
00020           28000.00    -1000.00
00021           46000.00     1000.00
00022           38000.00     -400.00
00023           64000.00     1000.00
00024           24000.00     -800.00
00025           46000.00     -600.00
00026           60000.00     1200.00
00027           72000.00      800.00
00028           18000.00     -800.00
00029           32000.00     -600.00
00030           44000.00     -800.00
00031           54000.00      800.00
00032           68000.00     1200.00
00033           54000.00     -200.00
00034           64000.00     2400.00
00035           54000.00     -400.00
00036           58000.00     -400.00
00037           48000.00     1000.00
00038           48000.00        0.00
00039           28000.00    -1400.00
00040           48000.00     -600.00
00041           30000.00    -1000.00
00042           72000.00     1400.00
00043           30000.00     -600.00
00044           46000.00    -1200.00
00045           54000.00     -800.00
00046           36000.00      200.00
00047           42000.00     -600.00
00048           32000.00      200.00
00049           66000.00     -200.00
00050           68000.00     -400.00
00051           40000.00      800.00
00052           40000.00      800.00
00053           68000.00      600.00
00054           82000.00      200.00
00055           24000.00    -1800.00
00056           40000.00     -200.00
00057           28000.00      400.00
00058           28000.00     -800.00
00059           38000.00    -1400.00
00060           32000.00     -600.00
00061           36000.00      400.00
00062           60000.00     -200.00
00063           56000.00      200.00
00064           48000.00     -200.00
00065           60000.00     1600.00
00066           48000.00    -1600.00
00067           60000.00     1200.00
00068           30000.00     -600.00
00069           26000.00    -2400.00
00070           60000.00        0.00
00071           44000.00    -1000.00
00072           20000.00        0.00
00073           36000.00    -1600.00
00074           48000.00     -400.00
00075           44000.00        0.00
00076           38000.00        0.00
00077           38000.00    -1400.00
00078           68000.00     1600.00
00079           30000.00     -400.00
00080           40000.00     -600.00
00081           28000.00     -200.00
00082           58000.00      600.00
00083           38000.00    -2200.00
00084           30000.00      200.00
00085           62000.00      800.00
00086           20000.00    -1200.00
00087           28000.00    -1000.00
00088           18000.00    -1400.00
00089           52000.00     -200.00
00090           56000.00      400.00
00091           62000.00     1000.00
00092           52000.00      400.00
00093           70000.00        0.00
00094           24000.00     -600.00
00095           32000.00     -800.00
00096           54000.00     -800.00
00097           60000.00      400.00
00098           36000.00      600.00
00099           74000.00      400.00
00100           52000.00      400.00
00101           54000.00      800.00
00102           38000.00    -1400.00
00103           34000.00     -200.00
00104           42000.00     -400.00
00105           20000.00    -1200.00
00106           44000.00     -600.00
00107           40000.00      200.00
00108           48000.00      400.00
00109           38000.00      400.00
00110           26000.00        0.00
00111           18000.00     -400.00
00112           76000.00     1400.00
00113           46000.00      800.00
00114           62000.00     1800.00
00115           38000.00      800.00
00116           34000.00      400.00
00117           42000.00     -200.00
00118           50000.00     -400.00
00119           66000.00      800.00
00120           18000.00    -1000.00
00121           32000.00     -600.00
00122           56000.00     -800.00
00123           68000.00      200.00
00124           70000.00      400.00
00125           52000.00     -200.00
00126           36000.00    -1400.00
00127           28000.00    -1600.00
00128           46000.00      200.00
00129           60000.00      800.00
00130           52000.00     -800.00
00131           46000.00     -200.00
