Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           34000.00        0.00
00002           68000.00      600.00
00003           32000.00    -1400.00
00004           74000.00      200.00
00005           48000.00     1600.00
00006           72000.00      600.00
00007           24000.00     -800.00
00008           30000.00        0.00
00009           52000.00     1200.00
00010           46000.00     -200.00
00011           68000.00    -1800.00
00012           38000.00     -200.00
00013           78000.00     -400.00
00014           56000.00      200.00
00015           68000.00     -200.00
00016           80000.00      400.00
00017           50000.00     1000.00
00018           38000.00    -2000.00
00019           64000.00     -200.00
00020           48000.00      200.00
00021           66000.00      800.00
00022           46000.00     -200.00
00023           52000.00      200.00
00024           24000.00    -1600.00
00025           20000.00    -1400.00
00026           34000.00        0.00
00027           80000.00     1200.00
00028           44000.00    -1200.00
00029           36000.00      200.00
00030           24000.00    -2400.00
00031           40000.00        0.00
00032           50000.00     1000.00
00033           20000.00     -400.00
00034           54000.00     1200.00
00035           48000.00      600.00
00036           74000.00      600.00
00037           78000.00     1400.00
00038           18000.00    -1000.00
00039           46000.00    -1200.00
00040           28000.00        0.00
00041           18000.00    -1000.00
00042           48000.00        0.00
00043           74000.00      800.00
00044           24000.00     -600.00
00045           36000.00        0.00
00046           32000.00     -800.00
00047           58000.00        0.00
00048           46000.00        0.00
00049           54000.00      400.00
00050           68000.00     1800.00
00051           30000.00    -1400.00
00052           40000.00        0.00
00053           66000.00     -800.00
00054           62000.00     1600.00
00055           82000.00      800.00
00056           18000.00    -1200.00
00057           18000.00    -1600.00
00058           34000.00    -1600.00
00059           66000.00     1000.00
00060           42000.00    -1400.00
00061           36000.00    -1400.00
00062           62000.00     -400.00
00063           46000.00     -400.00
00064           20000.00    -2200.00
00065           74000.00     -400.00
00066           24000.00    -1200.00
00067           28000.00    -1200.00
00068           54000.00     -400.00
00069           22000.00     -400.00
00070           74000.00     1200.00
00071           80000.00     1200.00
00072           32000.00        0.00
00073           72000.00      400.00
00074           30000.00     -400.00
00075           50000.00     -200.00
00076           80000.00     1400.00
00077           76000.00     2600.00
00078           68000.00      400.00
00079           52000.00     -400.00
00080           32000.00     -400.00
00081           28000.00    -1800.00
00082           48000.00     -200.00
00083           66000.00     1600.00
00084           38000.00      200.00
00085           32000.00     -600.00
00086           50000.00     -800.00
00087           50000.00    -1200.00
00088           18000.00        0.00
00089           76000.00     1200.00
00090           64000.00      800.00
00091           36000.00     -200.00
00092           30000.00     -600.00
00093           82000.00     1400.00
00094           50000.00     -600.00
00095           74000.00     1200.00
00096           52000.00      800.00
00097           66000.00        0.00
00098           56000.00      600.00
00099           60000.00    -1000.00
00100           52000.00     -600.00
00101           40000.00      800.00
00102           56000.00        0.00
00103           22000.00    -1800.00
00104           50000.00      400.00
00105           36000.00    -1600.00
00106           54000.00      200.00
00107           64000.00      600.00
00108           14000.00     -800.00
00109           50000.00     -400.00
00110           54000.00     1000.00
00111           66000.00     -200.00
00112           70000.00     1200.00
00113           50000.00     -800.00
00114           36000.00     -800.00
00115           62000.00     -600.00
00116           56000.00      800.00
00117           66000.00     -200.00
00118           72000.00     -600.00
00119           40000.00      400.00
00120           44000.00     1000.00
00121           66000.00     1600.00
00122           78000.00     1400.00
00123           74000.00      200.00
00124           68000.00      200.00
00125           60000.00     1200.00
00126           48000.00     -200.00
00127           38000.00     -600.00
00128           74000.00      600.00
00129           66000.00      400.00
00130           38000.00    -1000.00
00131            6000.00    -1600.00
