Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           62000.00      200.00
00002           72000.00     -400.00
00003           30000.00    -1200.00
00004           36000.00     -800.00
00005           38000.00     -200.00
00006           48000.00     1800.00
00007           32000.00     -600.00
00008           20000.00    -1400.00
00009           82000.00     2000.00
00010           44000.00    -1400.00
00011           64000.00     1600.00
00012           56000.00      400.00
00013           38000.00     -400.00
00014           32000.00      400.00
00015           32000.00    -1200.00
00016           52000.00     -200.00
00017           84000.00      800.00
00018           60000.00     -600.00
00019           42000.00    -1800.00
00020           44000.00      400.00
00021           20000.00    -1400.00
00022           70000.00      600.00
00023           20000.00     -800.00
00024           40000.00     -800.00
00025           68000.00      400.00
00026           32000.00        0.00
00027           54000.00     -400.00
00028           76000.00        0.00
00029           46000.00    -1400.00
00030           30000.00        0.00
00031           58000.00    -1800.00
00032           38000.00     1200.00
00033           84000.00     -200.00
00034           58000.00        0.00
00035           64000.00     -200.00
00036           52000.00      600.00
00037           22000.00      400.00
00038           32000.00      200.00
00039           50000.00        0.00
00040           64000.00     1600.00
00041           40000.00     -200.00
00042           32000.00     -600.00
00043           68000.00      600.00
00044           30000.00      400.00
00045           42000.00        0.00
00046           28000.00    -2000.00
00047           62000.00        0.00
00048           62000.00        0.00
00049           68000.00      200.00
00050           68000.00      400.00
00051           36000.00      200.00
00052           28000.00     -200.00
00053           54000.00     1400.00
00054           64000.00      200.00
00055           28000.00    -1200.00
00056           48000.00     -400.00
00057           66000.00     1400.00
00058           46000.00     -600.00
00059           44000.00    -1800.00
00060           48000.00        0.00
00061           38000.00     -400.00
00062           46000.00      400.00
00063           46000.00      200.00
00064           10000.00    -2600.00
00065           48000.00     -600.00
00066           70000.00     1000.00
00067           60000.00     1600.00
00068           26000.00    -1000.00
00069           32000.00    -1600.00
00070           18000.00    -1600.00
00071           58000.00    -1000.00
00072           58000.00      400.00
00073           82000.00      400.00
00074           70000.00     -200.00
00075           36000.00     -200.00
00076           44000.00      200.00
00077           48000.00      600.00
00078           62000.00     1400.00
00079           14000.00    -2600.00
00080           60000.00     -400.00
00081           16000.00     -800.00
00082           24000.00      400.00
00083           52000.00        0.00
00084           36000.00    -2000.00
00085           54000.00     1000.00
00086           40000.00    -1000.00
00087           70000.00     1400.00
00088           54000.00     -400.00
00089           48000.00     1000.00
00090           50000.00      800.00
00091           24000.00    -1200.00
00092           58000.00     1200.00
00093           32000.00      600.00
00094           44000.00     1600.00
00095           40000.00     -600.00
00096           24000.00    -1000.00
00097           40000.00    -1600.00
00098           74000.00      400.00
00099           70000.00     1000.00
00100           70000.00      400.00
00101           54000.00        0.00
00102           44000.00    -1800.00
00103           38000.00        0.00
00104           42000.00      200.00
00105           48000.00     -200.00
00106           86000.00     1600.00
00107           20000.00     -800.00
00108           32000.00     -200.00
00109           62000.00      400.00
00110           50000.00     -600.00
00111           68000.00     2200.00
00112           62000.00      400.00
00113           58000.00     -600.00
00114           82000.00     2200.00
00115           40000.00    -1000.00
00116           14000.00    -1800.00
00117           38000.00    -1000.00
00118           44000.00        0.00
00119           68000.00     -200.00
00120           60000.00      400.00
00121           54000.00      600.00
00122           72000.00      400.00
00123           84000.00      800.00
00124           70000.00     1200.00
00125           50000.00    -1000.00
00126           72000.00     1400.00
00127           28000.00     -400.00
00128           58000.00      600.00
00129           40000.00      600.00
00130           68000.00     1000.00
00131           18000.00     -800.00
