Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           46000.00        0.00
00002           52000.00      200.00
00003           56000.00     -600.00
00004           60000.00     1000.00
00005           40000.00      800.00
00006           56000.00     -600.00
00007           60000.00     -600.00
00008           46000.00     -800.00
00009           52000.00     -600.00
00010           56000.00      200.00
00011           28000.00    -2000.00
00012           50000.00      400.00
00013           60000.00      400.00
00014           32000.00        0.00
00015           46000.00    -1600.00
00016           58000.00      200.00
00017           46000.00    -1000.00
00018           60000.00     1000.00
00019           74000.00     1600.00
00020           58000.00    -1000.00
00021           54000.00      800.00
00022           56000.00    -1200.00
00023           56000.00     1000.00
00024           58000.00     1000.00
00025           24000.00    -2400.00
00026           56000.00        0.00
00027           36000.00      200.00
00028           58000.00      600.00
00029           28000.00     -600.00
00030           30000.00    -1200.00
00031           46000.00     -200.00
00032           56000.00     1400.00
00033           18000.00    -1400.00
00034           42000.00        0.00
00035           68000.00      200.00
00036           42000.00        0.00
00037           34000.00    -1400.00
00038           46000.00     -400.00
00039           80000.00      200.00
00040           50000.00    -1000.00
00041           54000.00    -1000.00
00042           74000.00      800.00
00043           66000.00     2200.00
00044           52000.00     -200.00
00045           46000.00      200.00
00046           50000.00    -1000.00
00047           66000.00     1200.00
00048           44000.00     -200.00
00049           82000.00     1200.00
00050           48000.00     1000.00
00051           56000.00     1200.00
00052           56000.00     1000.00
00053           70000.00      200.00
00054           30000.00      800.00
00055           30000.00     1000.00
00056           30000.00     -800.00
00057           60000.00      800.00
00058           36000.00    -1000.00
00059           36000.00     -200.00
00060           50000.00     1200.00
00061           62000.00      800.00
00062           70000.00      600.00
00063           72000.00     -200.00
00064           62000.00     1600.00
00065           40000.00        0.00
00066           44000.00    -1000.00
00067           50000.00     -800.00
00068           24000.00    -1200.00
00069           26000.00        0.00
00070           72000.00     1200.00
00071           38000.00     -400.00
00072           32000.00     -400.00
00073           50000.00     -800.00
00074           50000.00        0.00
00075           56000.00      200.00
00076           62000.00     -600.00
00077           88000.00      200.00
00078           36000.00      200.00
00079           62000.00      200.00
00080           32000.00    -1400.00
00081           42000.00     -600.00
00082           50000.00      400.00
00083           44000.00     -400.00
00084           56000.00     -800.00
00085           42000.00     -200.00
00086           16000.00    -1800.00
00087           28000.00     -600.00
00088           26000.00    -1400.00
00089           76000.00     -200.00
00090           60000.00     1600.00
00091           38000.00     -600.00
00092           28000.00    -1000.00
00093           14000.00    -2800.00
00094           48000.00      200.00
00095           40000.00    -1600.00
00096           34000.00     1000.00
00097           66000.00      600.00
00098           44000.00    -1400.00
00099           34000.00    -1800.00
00100           64000.00      200.00
00101           52000.00    -1200.00
00102           38000.00      600.00
00103           56000.00     1400.00
00104           28000.00     -600.00
00105           72000.00     -400.00
00106           44000.00     -200.00
00107           52000.00     1000.00
00108           54000.00      400.00
00109           68000.00      400.00
00110           28000.00    -1400.00
00111           44000.00        0.00
00112           74000.00     1600.00
00113           32000.00    -1200.00
00114           40000.00      400.00
00115           36000.00     -400.00
00116           54000.00     1600.00
00117           78000.00      800.00
00118           32000.00     -600.00
00119           36000.00      800.00
00120           58000.00     1200.00
00121           58000.00        0.00
00122           54000.00     1000.00
00123           48000.00     1400.00
00124           80000.00     1200.00
00125           48000.00      400.00
00126           50000.00      400.00
00127           32000.00      400.00
00128           44000.00      800.00
00129           58000.00     -600.00
00130           44000.00     -400.00
00131           74000.00      800.00
