Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           66000.00      400.00
00002           68000.00      200.00
00003           62000.00     1000.00
00004           62000.00     1600.00
00005           30000.00    -1000.00
00006           58000.00     -600.00
00007           44000.00    -1400.00
00008           44000.00     -200.00
00009           20000.00    -2200.00
00010           52000.00      800.00
00011           58000.00        0.00
00012           54000.00     1000.00
00013           32000.00      200.00
00014           46000.00     -200.00
00015           62000.00        0.00
00016           36000.00      200.00
00017           44000.00     -400.00
00018           62000.00     -400.00
00019           24000.00    -1800.00
00020           64000.00      600.00
00021           26000.00    -1400.00
00022           62000.00      800.00
00023           26000.00    -1400.00
00024           32000.00     -400.00
00025           48000.00     -400.00
00026           48000.00    -1400.00
00027           70000.00      200.00
00028           28000.00        0.00
00029           58000.00     -200.00
00030           56000.00     1000.00
00031           64000.00     -200.00
00032           28000.00     -400.00
00033           66000.00     1000.00
00034           58000.00     1400.00
00035           58000.00     1400.00
00036           28000.00    -1000.00
00037           34000.00     -400.00
00038           62000.00        0.00
00039           28000.00    -1200.00
00040           18000.00     -800.00
00041           72000.00     1000.00
00042           38000.00      200.00
00043           72000.00      800.00
00044           54000.00     -600.00
00045           60000.00     -400.00
00046           48000.00        0.00
00047           58000.00      600.00
00048           48000.00     1000.00
00049           38000.00    -1000.00
00050           36000.00      600.00
00051           60000.00      400.00
00052           48000.00     -600.00
00053           68000.00     2000.00
00054           82000.00      400.00
00055           26000.00      400.00
00056           80000.00      800.00
00057           84000.00      600.00
00058           58000.00      600.00
00059           28000.00    -1600.00
00060           34000.00    -1200.00
00061           46000.00      200.00
00062           52000.00     -800.00
00063           58000.00     -200.00
00064           36000.00        0.00
00065           30000.00    -1000.00
00066           32000.00    -1400.00
00067           78000.00     -200.00
00068           64000.00     1200.00
00069           48000.00      400.00
00070           28000.00    -1800.00
00071           46000.00     -400.00
00072           22000.00    -1200.00
00073           16000.00    -2200.00
00074           48000.00     -400.00
00075           60000.00     -400.00
00076           28000.00      400.00
00077           50000.00      400.00
00078           60000.00     1800.00
00079           16000.00      200.00
00080           56000.00    -1200.00
00081           84000.00     1200.00
00082           66000.00     1400.00
00083           50000.00        0.00
00084           40000.00     -200.00
00085           32000.00        0.00
00086           80000.00     1800.00
00087           76000.00      800.00
00088           58000.00     1400.00
00089           56000.00      400.00
00090           56000.00     -200.00
00091           58000.00     -800.00
00092           68000.00      200.00
00093           60000.00     -800.00
00094           58000.00     1600.00
00095           34000.00     -400.00
00096           52000.00     -200.00
00097           36000.00        0.00
00098           44000.00    -1000.00
00099           62000.00     1400.00
00100           64000.00      200.00
00101           60000.00    -1000.00
00102           86000.00     1200.00
00103           64000.00     1000.00
00104           38000.00     -600.00
00105           74000.00     1000.00
00106           64000.00     1000.00
00107           40000.00      400.00
00108           52000.00      600.00
00109           40000.00      400.00
00110           74000.00      600.00
00111           34000.00     -800.00
00112           40000.00    -2000.00
00113           36000.00      200.00
00114           42000.00      400.00
00115           72000.00     1800.00
00116           46000.00    -1600.00
00117           78000.00        0.00
00118           50000.00     -200.00
00119           66000.00     1000.00
00120           38000.00        0.00
00121           44000.00     -400.00
00122           50000.00     -400.00
00123           54000.00      400.00
00124           38000.00    -1600.00
00125           60000.00     -200.00
00126           70000.00     1200.00
00127           74000.00     1000.00
00128           46000.00        0.00
00129           50000.00      800.00
00130           66000.00      400.00
00131           40000.00        0.00
