Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           84000.00     1000.00
00002           58000.00      800.00
00003           64000.00    -1200.00
00004           22000.00        0.00
00005           52000.00    -1400.00
00006           54000.00      400.00
00007           50000.00     1200.00
00008           52000.00     -800.00
00009           54000.00     1200.00
00010           64000.00      800.00
00011           16000.00    -1600.00
00012           46000.00      200.00
00013           26000.00    -1400.00
00014           56000.00      800.00
00015           56000.00      400.00
00016           64000.00     -600.00
00017           28000.00     -800.00
00018           44000.00     -400.00
00019           44000.00    -1400.00
00020           60000.00      800.00
00021           60000.00      400.00
00022           56000.00      800.00
00023           48000.00      600.00
00024           46000.00      400.00
00025           56000.00        0.00
00026           58000.00     1400.00
00027           56000.00     -400.00
00028           36000.00     -600.00
00029           70000.00     1400.00
00030           54000.00      400.00
00031           68000.00     -800.00
00032           66000.00     1400.00
00033           46000.00     1000.00
00034           40000.00     -800.00
00035           26000.00    -1000.00
00036           56000.00    -1400.00
00037           36000.00     -800.00
00038           52000.00      400.00
00039           76000.00     2000.00
00040           36000.00     -400.00
00041           80000.00     1400.00
00042           36000.00     -200.00
00043           62000.00      400.00
00044           60000.00     1400.00
00045           60000.00     -600.00
00046           62000.00      200.00
00047           42000.00      400.00
00048           52000.00      200.00
00049           36000.00    -1200.00
00050           42000.00     -800.00
00051           38000.00     -200.00
00052           64000.00     1400.00
00053           46000.00     1000.00
00054           34000.00        0.00
00055           18000.00     -600.00
00056           50000.00      600.00
00057           74000.00        0.00
00058           44000.00    -1200.00
00059           64000.00      800.00
00060           70000.00        0.00
00061           58000.00     -600.00
00062           56000.00     -800.00
00063           50000.00      600.00
00064           72000.00        0.00
00065           50000.00     1400.00
00066           58000.00     -600.00
00067           44000.00        0.00
00068           58000.00      400.00
00069           46000.00     -800.00
00070           72000.00      200.00
00071           32000.00        0.00
00072           52000.00     -400.00
00073           44000.00     -400.00
00074           62000.00     1200.00
00075           40000.00     -600.00
00076           44000.00      200.00
00077           34000.00    -1000.00
00078           28000.00     -400.00
00079           70000.00      200.00
00080           24000.00    -1400.00
00081           80000.00      400.00
00082           46000.00      200.00
00083           64000.00     1000.00
00084           18000.00    -1400.00
00085           64000.00     -400.00
00086           46000.00      200.00
00087           84000.00     2000.00
00088           54000.00     -800.00
00089           70000.00     1800.00
00090           48000.00     -400.00
00091           36000.00      200.00
00092           50000.00    -1400.00
00093           44000.00     -200.00
00094           34000.00     -600.00
00095           36000.00     -600.00
00096           60000.00     -400.00
00097           48000.00     -600.00
00098           78000.00     1200.00
00099           54000.00      800.00
00100           70000.00        0.00
00101           36000.00    -1000.00
00102           52000.00      600.00
00103           60000.00     -600.00
00104           54000.00     -600.00
00105           28000.00    -1600.00
00106           42000.00     -800.00
00107           52000.00      200.00
00108           30000.00    -1800.00
00109           46000.00     1000.00
00110           72000.00     1200.00
00111           54000.00     -600.00
00112           40000.00        0.00
00113           38000.00      400.00
00114           46000.00     -200.00
00115           46000.00      200.00
00116           64000.00     1000.00
00117           70000.00      200.00
00118           12000.00    -1400.00
00119           58000.00     1800.00
00120           40000.00     -800.00
00121           46000.00     -600.00
00122           74000.00     -200.00
00123           60000.00        0.00
00124           46000.00     -800.00
00125           32000.00     -800.00
00126           64000.00     1600.00
00127           76000.00     1400.00
00128           60000.00     -200.00
00129           50000.00      600.00
00130           48000.00     -800.00
00131           20000.00     -400.00
