Unit:(mV)
                     CH1         CH2
Frequency           <2Hz           ?
Period               N/A           ?
00001           44000.00      800.00
00002           64000.00     1000.00
00003           14000.00     -600.00
00004           68000.00      400.00
00005           58000.00        0.00
00006           28000.00     -600.00
00007           30000.00     -400.00
00008           52000.00     1000.00
00009           32000.00     -200.00
00010           46000.00        0.00
00011           44000.00      200.00
00012           60000.00     1200.00
00013           56000.00     -200.00
00014           28000.00    -2200.00
00015           40000.00        0.00
00016           42000.00     -200.00
00017           38000.00      600.00
00018           22000.00     -400.00
00019           36000.00    -1000.00
00020           40000.00      400.00
00021           36000.00     -200.00
00022           42000.00     -800.00
00023           22000.00    -1800.00
00024           46000.00     -800.00
00025           54000.00      800.00
00026           38000.00      200.00
00027           74000.00     2000.00
00028           42000.00     -200.00
00029           62000.00     -800.00
00030           60000.00        0.00
00031           14000.00    -1800.00
00032           42000.00      200.00
00033           62000.00     1800.00
00034           58000.00      800.00
00035           32000.00     -600.00
00036           40000.00      200.00
00037           44000.00     1000.00
00038           30000.00      200.00
00039           32000.00    -2000.00
00040           40000.00     -800.00
00041           30000.00    -1000.00
00042           32000.00    -1800.00
00043           20000.00    -1200.00
00044           24000.00      200.00
00045           24000.00    -1200.00
00046           44000.00    -1000.00
00047           36000.00     -600.00
00048           46000.00     -600.00
00049           60000.00      800.00
00050           30000.00    -1600.00
00051           38000.00     -600.00
00052           72000.00      400.00
00053           16000.00    -1600.00
00054           18000.00     -400.00
00055           26000.00     -400.00
00056           50000.00        0.00
00057           44000.00      200.00
00058           68000.00     2000.00
00059           30000.00     1200.00
00060           32000.00     -800.00
00061           22000.00    -1400.00
00062           28000.00    -1000.00
00063           76000.00      600.00
00064           36000.00     -600.00
00065           34000.00     -800.00
00066           22000.00    -1200.00
00067           56000.00      200.00
00068           46000.00    -1200.00
00069           40000.00     -200.00
00070           74000.00      200.00
00071           52000.00     -400.00
00072           64000.00        0.00
00073           64000.00     -800.00
00074           42000.00        0.00
00075           40000.00    -1200.00
00076           34000.00     -200.00
00077           48000.00      400.00
00078           50000.00    -1000.00
00079           32000.00        0.00
00080           44000.00        0.00
00081           54000.00    -1400.00
00082           70000.00     2200.00
00083           32000.00    -1400.00
00084           56000.00      600.00
00085           68000.00      200.00
00086           22000.00      200.00
00087           46000.00     -200.00
00088           50000.00     -200.00
00089           32000.00      600.00
00090           30000.00    -1200.00
00091           44000.00        0.00
00092           68000.00      800.00
00093           58000.00      400.00
00094           38000.00    -1000.00
00095           64000.00     1800.00
00096           58000.00        0.00
00097           28000.00        0.00
00098           28000.00    -1200.00
00099           72000.00     -200.00
00100           24000.00      400.00
00101           42000.00      600.00
00102           30000.00    -2200.00
00103           30000.00     -400.00
00104           72000.00      600.00
00105           32000.00    -1000.00
00106           72000.00     -200.00
00107           52000.00        0.00
00108           34000.00     -400.00
00109           36000.00     -600.00
00110           58000.00      400.00
00111           36000.00      200.00
00112           40000.00     -600.00
00113           32000.00    -1400.00
00114            8000.00    -1000.00
00115           66000.00     1400.00
00116           28000.00    -1000.00
00117           38000.00    -2000.00
00118           34000.00     -400.00
00119           72000.00     -600.00
00120           62000.00      800.00
00121           46000.00    -1200.00
00122           28000.00    -1200.00
00123           60000.00     -800.00
00124           50000.00      400.00
00125           80000.00     1000.00
00126           26000.00     -400.00
00127           36000.00    -1200.00
00128           46000.00      400.00
00129           24000.00     -800.00
00130           56000.00      200.00
